query	subject	evalue	alnlength	identity	identical	mismatches	qframe	sframe	bframe
ENSG00000161082	ENSG00000101489	0	104	82.692	86	18	2	1	2/1
ENSG00000158941	ENSG00000147439	0	356	100	356	0	-1	1	-1/1
ENSG00000184492	ENSG00000170122	0	358	94.413	338	20	3	2	3/2
ENSG00000184492	ENSG00000187559	0	273	95.971	262	11	3	1	3/1
ENSG00000173273	ENSG00000107854	0	615	85.041	523	92	3	2	3/2
ENSG00000186787	ENSG00000147059	0	350	96.857	339	11	2	1	2/1
ENSG00000177504	ENSG00000205642	4.49e-144	161	98.137	158	3	-3	-2	-3/-2
ENSG00000144560	ENSG00000197548	0	407	100	407	0	-3	3	-3/3
ENSG00000136488	ENSG00000213218	1.33e-175	179	98.324	176	3	-3	-1	-3/-1
ENSG00000136488	ENSG00000213218	9.74e-169	179	98.324	176	3	-3	-2	-3/-2
ENSG00000167165	ENSG00000241635	0	245	100	245	0	-2	-1	-2/-1
ENSG00000164898	ENSG00000269955	6.6e-58	100	95	95	5	-1	-2	-1/-2
ENSG00000158639	ENSG00000234068	8.19e-76	136	84.559	115	21	-1	-3	-1/-3
ENSG00000156968	ENSG00000100784	0	102	81.373	83	19	-2	3	-2/3
ENSG00000175711	ENSG00000141556	2.16e-58	102	89.216	91	11	3	-2	3/-2
ENSG00000176020	ENSG00000173540	0	445	100	445	0	3	1	3/1
ENSG00000087116	ENSG00000156140	0	279	86.38	241	38	1	2	1/2
ENSG00000151693	ENSG00000119185	0	736	100	736	0	-1	2	-1/2
ENSG00000154016	ENSG00000154025	0	494	99.595	492	2	-1	3	-1/3
ENSG00000173597	ENSG00000196911	0	274	90.146	247	27	-2	2	-2/2
ENSG00000173597	ENSG00000237515	1.27e-170	249	81.124	202	47	-2	-1	-2/-1
ENSG00000241635	ENSG00000240224	0	756	82.937	627	129	2	1	2/1
ENSG00000148377	ENSG00000107937	0	311	100	311	0	-2	3	-2/3
ENSG00000197919	ENSG00000233816	1.86e-135	212	99.528	211	1	3	1	3/1
ENSG00000272617	ENSG00000258429	2.75e-126	189	98.413	186	3	1	3	1/3
ENSG00000163807	ENSG00000130818	2.13e-55	100	81	81	19	-2	3	-2/3
ENSG00000169230	ENSG00000213347	1.87e-136	148	100	148	0	-2	1	-2/1
ENSG00000169230	ENSG00000213347	7.4e-122	148	100	148	0	3	-1	3/-1
ENSG00000177971	ENSG00000173548	1.11e-155	128	100	128	0	-1	1	-1/1
ENSG00000167191	ENSG00000174628	0	592	100	592	0	3	-2	3/-2
ENSG00000173898	ENSG00000115306	0	592	81.588	483	109	1	3	1/3
ENSG00000166262	ENSG00000156958	4.99e-52	104	94.231	98	6	-1	2	-1/2
ENSG00000172519	ENSG00000186723	0	318	92.767	295	23	-1	-2	-1/-2
ENSG00000175344	ENSG00000166664	0	450	99.778	449	1	1	3	1/3
ENSG00000092871	ENSG00000005156	0	867	100	867	0	-2	1	-2/1
ENSG00000092871	ENSG00000005156	0	867	100	867	0	1	-2	1/-2
ENSG00000169618	ENSG00000169621	0	241	100	241	0	-3	-2	-3/-2
ENSG00000169618	ENSG00000101292	1.74e-152	241	84.232	203	38	-3	-2	-3/-2
ENSG00000136709	ENSG00000173349	0	692	100	692	0	-3	3	-3/3
ENSG00000156096	ENSG00000171234	0	527	83.681	441	86	-3	-1	-3/-1
ENSG00000156096	ENSG00000213759	0	514	82.879	426	88	-3	-2	-3/-2
ENSG00000069493	ENSG00000181163	2.94e-161	122	91.803	112	10	1	2	1/2
ENSG00000173480	ENSG00000198466	0	724	95.58	692	32	-3	-1	-3/-1
ENSG00000188092	ENSG00000117262	0	491	100	491	0	-3	-1	-3/-1
ENSG00000167395	ENSG00000151006	1.44e-89	128	100	128	0	1	-1	1/-1
ENSG00000167395	ENSG00000151006	2.17e-83	128	100	128	0	3	-3	3/-3
ENSG00000155918	ENSG00000131015	1.08e-141	235	88.936	209	26	-3	-1	-3/-1
ENSG00000144445	ENSG00000197713	0	278	100	278	0	-2	2	-2/2
ENSG00000144445	ENSG00000197713	1.77e-171	278	100	278	0	1	-2	1/-2
ENSG00000242220	ENSG00000166984	5.62e-132	169	80.473	136	33	-3	-1	-3/-1
ENSG00000242220	ENSG00000203690	1.4e-113	106	82.075	87	19	-2	-3	-2/-3
ENSG00000153922	ENSG00000173575	0	499	85.972	429	70	2	1	2/1
ENSG00000166670	ENSG00000149968	0	390	80.256	313	77	2	3	2/3
ENSG00000005075	ENSG00000267645	9.25e-58	109	82.569	90	19	2	1	2/1
ENSG00000112210	ENSG00000112208	0	341	100	341	0	3	-2	3/-2
ENSG00000104043	ENSG00000143515	0	189	81.481	154	35	2	1	2/1
ENSG00000168131	ENSG00000124657	7.12e-171	310	81.613	253	57	3	1	3/1
ENSG00000169548	ENSG00000275004	3.52e-125	196	81.122	159	37	1	2	1/2
ENSG00000129250	ENSG00000054523	0	372	81.183	302	70	1	2	1/2
ENSG00000166862	ENSG00000006116	9.66e-130	167	86.228	144	23	2	3	2/3
ENSG00000180901	ENSG00000167977	6.85e-96	162	83.951	136	26	1	3	1/3
ENSG00000152270	ENSG00000172572	0	100	84	84	16	3	2	3/2
ENSG00000258947	ENSG00000188229	0	273	95.971	262	11	1	2	1/2
ENSG00000103512	ENSG00000103226	0	687	99.272	682	5	1	2	1/2
ENSG00000103512	ENSG00000185164	0	712	99.438	708	4	-3	-1	-3/-1
ENSG00000283706	ENSG00000206549	0	270	100	270	0	3	1	3/1
ENSG00000169800	ENSG00000234414	0	415	99.277	412	3	2	3	2/3
ENSG00000169800	ENSG00000242875	0	415	99.518	413	2	2	3	2/3
ENSG00000016391	ENSG00000157388	0	465	100	465	0	-3	1	-3/1
ENSG00000167702	ENSG00000160973	2.34e-166	263	100	263	0	1	-2	1/-2
ENSG00000170608	ENSG00000125798	2.95e-50	102	81.373	83	19	-3	-1	-3/-1
ENSG00000170608	ENSG00000125798	3.96e-50	102	81.373	83	19	-3	-1	-3/-1
ENSG00000248871	ENSG00000161955	0	431	98.144	423	8	-1	-2	-1/-2
ENSG00000176299	ENSG00000274102	0	350	94	329	21	1	3	1/3
ENSG00000106714	ENSG00000154529	0	1216	98.273	1195	21	3	1	3/1
ENSG00000170255	ENSG00000179826	4.87e-149	163	88.344	144	19	1	3	1/3
ENSG00000172345	ENSG00000172349	0	1381	100	1381	0	2	-2	2/-2
ENSG00000145284	ENSG00000151131	8.62e-81	122	86.885	106	16	-1	-3	-1/-3
ENSG00000070756	ENSG00000090621	0	442	83.258	368	74	2	3	2/3
ENSG00000070756	ENSG00000090621	0	442	83.258	368	74	2	1	2/1
ENSG00000171446	ENSG00000204897	0	269	91.45	246	23	3	2	3/2
ENSG00000171446	ENSG00000173908	0	269	85.13	229	40	3	1	3/1
ENSG00000117877	ENSG00000012061	0	227	100	227	0	1	-2	1/-2
ENSG00000149929	ENSG00000169592	7.4e-171	284	99.648	283	1	2	-2	2/-2
ENSG00000171478	ENSG00000171489	5.79e-119	170	100	170	0	1	3	1/3
ENSG00000171478	ENSG00000171489	6.27e-112	170	100	170	0	2	1	2/1
ENSG00000160882	ENSG00000179142	0	407	89.681	365	42	-1	-3	-1/-3
ENSG00000159289	ENSG00000215186	0	338	98.817	334	4	2	3	2/3
ENSG00000185013	ENSG00000250741	0	406	100	406	0	3	2	3/2
ENSG00000179271	ENSG00000179262	5.37e-102	152	100	152	0	1	-3	1/-3
ENSG00000172058	ENSG00000205572	5.94e-136	211	100	211	0	-1	-2	-1/-2
ENSG00000173660	ENSG00000233954	8.84e-93	149	95.973	143	6	-1	-2	-1/-2
ENSG00000153201	ENSG00000153165	0	629	96.82	609	20	-2	-1	-2/-1
ENSG00000153201	ENSG00000196862	0	514	96.304	495	19	1	3	1/3
ENSG00000147488	ENSG00000196132	0	103	81.553	84	19	1	2	1/2
ENSG00000156103	ENSG00000125966	0	176	85.227	150	26	1	2	1/2
ENSG00000146707	ENSG00000188372	2.13e-126	111	98.198	109	2	-1	-3	-1/-3
ENSG00000152977	ENSG00000043355	8.04e-135	208	83.173	173	35	-2	-1	-2/-1
ENSG00000152977	ENSG00000156925	5.18e-136	186	89.785	167	19	1	2	1/2
ENSG00000181718	ENSG00000181698	1.01e-127	188	80.319	151	37	1	2	1/2
ENSG00000181718	ENSG00000181698	1.01e-127	188	80.319	151	37	1	2	1/2
ENSG00000165478	ENSG00000221932	0	478	100	478	0	3	-1	3/-1
ENSG00000140274	ENSG00000140254	1.48e-162	235	100	235	0	2	-1	2/-1
ENSG00000140274	ENSG00000140254	4.16e-155	235	100	235	0	-3	1	-3/1
ENSG00000108242	ENSG00000138109	0	484	81.818	396	88	2	1	2/1
ENSG00000158805	ENSG00000187741	0	173	99.422	172	1	3	-2	3/-2
ENSG00000177839	ENSG00000120324	0	669	92.377	618	51	1	3	1/3
ENSG00000166439	ENSG00000166435	0	727	100	727	0	-3	2	-3/2
ENSG00000181826	ENSG00000154274	2.83e-82	142	99.296	141	1	1	-2	1/-2
ENSG00000243056	ENSG00000254996	9.14e-74	130	100	130	0	1	2	1/2
ENSG00000172367	ENSG00000248712	5.33e-119	170	100	170	0	-2	3	-2/3
ENSG00000172367	ENSG00000248712	1.62e-116	170	100	170	0	3	-2	3/-2
ENSG00000171103	ENSG00000163806	2.43e-96	133	99.248	132	1	2	-1	2/-1
ENSG00000171103	ENSG00000163806	2.43e-96	133	99.248	132	1	2	-1	2/-1
ENSG00000127507	ENSG00000160961	0	451	100	451	0	2	-1	2/-1
ENSG00000057149	ENSG00000206073	0	383	91.906	352	31	2	1	2/1
ENSG00000160201	ENSG00000275895	6.13e-170	208	100	208	0	3	1	3/1
ENSG00000169627	ENSG00000183336	1.39e-105	193	98.964	191	2	-1	-2	-1/-2
ENSG00000159263	ENSG00000112246	0	359	86.072	309	50	2	1	2/1
ENSG00000159263	ENSG00000112246	0	359	86.072	309	50	2	3	2/3
ENSG00000168792	ENSG00000171109	2.94e-49	101	85.149	86	15	1	-3	1/-3
ENSG00000168792	ENSG00000130818	1.23e-50	100	86	86	14	2	-1	2/-1
ENSG00000161217	ENSG00000102230	1.39e-139	203	80.788	164	39	3	1	3/1
ENSG00000159217	ENSG00000136231	0	163	82.209	134	29	2	1	2/1
ENSG00000151725	ENSG00000164306	1.35e-67	114	100	114	0	-3	2	-3/2
ENSG00000168505	ENSG00000164900	1.17e-69	100	90	90	10	3	1	3/1
ENSG00000144583	ENSG00000139266	2.45e-122	185	86.486	160	25	1	3	1/3
ENSG00000166946	ENSG00000166947	0	361	100	361	0	-3	1	-3/1
ENSG00000164900	ENSG00000168505	2.45e-69	108	87.037	94	14	1	3	1/3
ENSG00000156006	ENSG00000171428	5.7e-180	307	80.13	246	61	3	2	3/2
ENSG00000169871	ENSG00000003402	0	201	90.547	182	19	3	-3	3/-3
ENSG00000169871	ENSG00000175387	0	201	89.552	180	21	3	-2	3/-2
ENSG00000171295	ENSG00000197054	0	300	83.333	250	50	-1	-2	-1/-2
ENSG00000171295	ENSG00000171291	0	353	82.153	290	63	-2	-1	-2/-1
ENSG00000164855	ENSG00000198517	4.09e-178	269	100	269	0	-2	2	-2/2
ENSG00000164855	ENSG00000198517	9.82e-149	269	100	269	0	2	-1	2/-1
ENSG00000152684	ENSG00000213949	7.31e-106	158	100	158	0	-2	-3	-2/-3
ENSG00000152684	ENSG00000213949	1.27e-104	158	100	158	0	-3	-1	-3/-1
ENSG00000168906	ENSG00000115486	1.3e-126	185	100	185	0	-3	3	-3/3
ENSG00000168906	ENSG00000115486	2.66e-119	185	100	185	0	2	-3	2/-3
ENSG00000162391	ENSG00000162390	9.8e-180	255	99.608	254	1	-3	1	-3/1
ENSG00000167306	ENSG00000197535	0	119	80.672	96	23	-3	-1	-3/-1
ENSG00000167306	ENSG00000197535	0	119	80.672	96	23	-3	-1	-3/-1
ENSG00000146352	ENSG00000177182	5.87e-176	282	84.043	237	45	1	2	1/2
ENSG00000145912	ENSG00000145916	2.49e-81	107	100	107	0	2	-3	2/-3
ENSG00000163464	ENSG00000180871	1.99e-153	292	84.589	247	45	-2	-3	-2/-3
ENSG00000157654	ENSG00000241978	0	645	100	645	0	3	1	3/1
ENSG00000169032	ENSG00000126934	0	225	92.444	208	17	1	3	1/3
ENSG00000127080	ENSG00000188312	0	446	100	446	0	-2	2	-2/2
ENSG00000127080	ENSG00000188312	0	446	100	446	0	-2	3	-2/3
ENSG00000120669	ENSG00000250709	5.78e-130	201	99.502	200	1	-3	-1	-3/-1
ENSG00000163558	ENSG00000067606	0	229	85.153	195	34	3	2	3/2
ENSG00000157322	ENSG00000157335	0	686	98.688	677	9	2	1	2/1
ENSG00000145029	ENSG00000283189	0	602	100	602	0	-2	-3	-2/-3
ENSG00000151846	ENSG00000070756	0	292	88.356	258	34	-3	-2	-3/-2
ENSG00000151846	ENSG00000090621	0	393	81.425	320	73	2	3	2/3
ENSG00000183542	ENSG00000205810	6.27e-91	110	87.273	96	14	-2	-3	-2/-3
ENSG00000183542	ENSG00000205810	1.01e-80	110	87.273	96	14	-3	-1	-3/-1
ENSG00000151006	ENSG00000167395	4.21e-90	128	100	128	0	-1	1	-1/1
ENSG00000151006	ENSG00000167395	6.35e-84	128	100	128	0	-3	3	-3/3
ENSG00000144228	ENSG00000121067	0	329	85.41	281	48	2	3	2/3
ENSG00000144228	ENSG00000121067	0	329	85.41	281	48	2	3	2/3
ENSG00000166246	ENSG00000103199	2.2e-134	188	100	188	0	3	-2	3/-2
ENSG00000187754	ENSG00000268447	0	350	89.429	313	37	1	2	1/2
ENSG00000187754	ENSG00000165583	0	340	83.529	284	56	1	3	1/3
ENSG00000151665	ENSG00000119729	8.88e-144	219	100	219	0	-1	2	-1/2
ENSG00000145337	ENSG00000163596	0	165	91.515	151	14	2	1	2/1
ENSG00000122194	ENSG00000198670	0	250	85.6	214	36	-1	-2	-1/-2
ENSG00000170390	ENSG00000133083	0	126	80.952	102	24	1	3	1/3
ENSG00000187048	ENSG00000162365	0	479	95.407	457	22	3	2	3/2
ENSG00000151729	ENSG00000169100	1.3e-176	303	87.789	266	37	1	2	1/2
ENSG00000151729	ENSG00000005022	6.34e-176	299	88.963	266	33	1	3	1/3
ENSG00000146731	ENSG00000132141	0	540	85	459	81	1	3	1/3
ENSG00000147251	ENSG00000135905	0	114	81.579	93	21	1	3	1/3
ENSG00000037757	ENSG00000136213	3.35e-102	100	80	80	20	3	-3	3/-3
ENSG00000179564	ENSG00000214706	6.6e-87	127	100	127	0	3	-2	3/-2
ENSG00000179564	ENSG00000214706	4.45e-86	127	100	127	0	-2	3	-2/3
ENSG00000179564	ENSG00000214706	5.2e-84	127	100	127	0	1	-3	1/-3
ENSG00000165434	ENSG00000101966	5.06e-72	101	82.178	83	18	-1	-2	-1/-2
ENSG00000155428	ENSG00000178809	0	389	99.743	388	1	3	2	3/2
ENSG00000146281	ENSG00000166200	7.57e-86	132	82.576	109	23	1	3	1/3
ENSG00000176105	ENSG00000197122	0	456	84.211	384	72	2	1	2/1
ENSG00000163285	ENSG00000113327	0	253	82.213	208	45	1	2	1/2
ENSG00000163285	ENSG00000113327	0	253	82.213	208	45	1	3	1/3
ENSG00000167553	ENSG00000167552	0	463	88.553	410	53	-3	-2	-3/-2
ENSG00000160714	ENSG00000140367	2.56e-169	221	86.878	192	29	3	2	3/2
ENSG00000160714	ENSG00000140367	8.07e-154	221	86.878	192	29	3	2	3/2
ENSG00000179817	ENSG00000170255	3.59e-151	196	81.122	159	37	-3	-2	-3/-2
ENSG00000135968	ENSG00000183054	0	296	89.189	264	32	-3	-1	-3/-1
ENSG00000135968	ENSG00000015568	0	296	89.189	264	32	-3	-2	-3/-2
ENSG00000172780	ENSG00000261796	0	442	100	442	0	3	2	3/2
ENSG00000111196	ENSG00000162385	1.95e-96	148	98.649	146	2	2	1	2/1
ENSG00000128394	ENSG00000243811	0	360	83.889	302	58	1	3	1/3
ENSG00000128394	ENSG00000244509	0	155	81.29	126	29	3	1	3/1
ENSG00000173110	ENSG00000204389	0	293	83.959	246	47	-1	-2	-1/-2
ENSG00000173110	ENSG00000204388	0	637	82.575	526	111	3	1	3/1
ENSG00000165584	ENSG00000268447	0	342	92.398	316	26	-3	-2	-3/-2
ENSG00000163251	ENSG00000177283	0	112	86.607	97	15	3	1	3/1
ENSG00000197888	ENSG00000171234	0	318	80.503	256	62	-2	-1	-2/-1
ENSG00000163888	ENSG00000145194	2.48e-84	124	100	124	0	1	-2	1/-2
ENSG00000165525	ENSG00000165516	0	550	99.818	549	1	-3	2	-3/2
ENSG00000166398	ENSG00000177225	7.12e-48	102	82.353	84	18	2	1	2/1
ENSG00000166398	ENSG00000177225	7.12e-48	102	82.353	84	18	2	1	2/1
ENSG00000258429	ENSG00000272617	6.82e-127	189	98.413	186	3	3	1	3/1
ENSG00000165502	ENSG00000241343	5.16e-62	121	82.645	100	21	-3	-2	-3/-2
ENSG00000161940	ENSG00000113916	4.49e-138	151	86.755	131	20	3	2	3/2
ENSG00000161940	ENSG00000113916	7.81e-138	151	86.755	131	20	3	2	3/2
ENSG00000153253	ENSG00000144285	0	458	84.716	388	70	1	2	1/2
ENSG00000181693	ENSG00000181767	0	345	85.797	296	49	2	3	2/3
ENSG00000179933	ENSG00000100813	1.35e-131	213	100	213	0	-1	2	-1/2
ENSG00000160202	ENSG00000276076	2.38e-98	198	96.97	192	6	-1	-3	-1/-3
ENSG00000198553	ENSG00000204977	3.86e-172	274	100	274	0	1	2	1/2
ENSG00000226288	ENSG00000232268	0	367	91.826	337	30	2	3	2/3
ENSG00000164647	ENSG00000105889	0	312	88.462	276	36	-1	-2	-1/-2
ENSG00000170759	ENSG00000155980	0	267	85.393	228	39	3	2	3/2
ENSG00000172489	ENSG00000181698	1.51e-149	240	87.5	210	30	1	3	1/3
ENSG00000172489	ENSG00000181698	1.51e-149	240	87.5	210	30	1	3	1/3
ENSG00000279486	ENSG00000188124	1.45e-175	275	87.273	240	35	1	2	1/2
ENSG00000168872	ENSG00000157349	0	489	97.751	478	11	2	1	2/1
ENSG00000167283	ENSG00000249222	5.68e-79	130	85.385	111	19	-2	-3	-2/-3
ENSG00000166377	ENSG00000054793	0	570	82.281	469	101	3	2	3/2
ENSG00000244414	ENSG00000080910	0	172	98.256	169	3	-3	-1	-3/-1
ENSG00000244414	ENSG00000000971	1.33e-169	217	94.47	205	12	-1	-2	-1/-2
ENSG00000152767	ENSG00000102572	0	868	99.539	864	4	2	-2	2/-2
ENSG00000152767	ENSG00000102572	0	868	99.539	864	4	2	-1	2/-1
ENSG00000163319	ENSG00000163322	0	394	99.746	393	1	-2	2	-2/2
ENSG00000008226	ENSG00000060971	1.28e-87	143	97.902	140	3	-1	1	-1/1
ENSG00000008226	ENSG00000060971	1.28e-87	143	97.902	140	3	-1	2	-1/2
ENSG00000198353	ENSG00000197757	2.98e-75	101	100	101	0	-3	-1	-3/-1
ENSG00000105568	ENSG00000137713	0	582	86.426	503	79	2	1	2/1
ENSG00000196778	ENSG00000181963	2.47e-172	324	83.951	272	52	-2	-1	-2/-1
ENSG00000173175	ENSG00000174233	0	317	83.281	264	53	1	3	1/3
ENSG00000157895	ENSG00000135100	0	477	100	477	0	-1	3	-1/3
ENSG00000128422	ENSG00000186847	0	320	88.75	284	36	3	1	3/1
ENSG00000148965	ENSG00000255071	1.78e-101	161	99.379	160	1	-2	-3	-2/-3
ENSG00000198670	ENSG00000122194	0	311	80.064	249	62	-3	-2	-3/-2
ENSG00000176200	ENSG00000172742	1.17e-172	310	82.258	255	55	1	3	1/3
ENSG00000176200	ENSG00000172742	1.17e-172	310	82.258	255	55	1	3	1/3
ENSG00000147439	ENSG00000158941	0	360	100	360	0	-3	3	-3/3
ENSG00000147439	ENSG00000158941	0	360	100	360	0	2	-2	2/-2
ENSG00000251201	ENSG00000243414	0	849	100	849	0	2	3	2/3
ENSG00000163735	ENSG00000140632	4.35e-99	102	86.275	88	14	2	3	2/3
ENSG00000160959	ENSG00000254402	0	164	100	164	0	1	-1	1/-1
ENSG00000137857	ENSG00000140279	0	321	81.308	261	60	-1	-2	-1/-2
ENSG00000244165	ENSG00000243207	0	201	100	201	0	1	3	1/3
ENSG00000175305	ENSG00000164941	0	347	100	347	0	2	-1	2/-1
ENSG00000165646	ENSG00000165650	0	718	100	718	0	2	-2	2/-2
ENSG00000204478	ENSG00000232423	0	257	81.712	210	47	-3	-1	-3/-1
ENSG00000166351	ENSG00000278522	0	586	95.563	560	26	2	1	2/1
ENSG00000166351	ENSG00000183206	0	536	96.455	517	19	2	1	2/1
ENSG00000165985	ENSG00000131094	7.5e-91	141	86.525	122	19	2	3	2/3
ENSG00000165985	ENSG00000144119	1.58e-86	132	88.636	117	15	2	3	2/3
ENSG00000168928	ENSG00000168925	5.3e-158	154	96.104	148	6	-1	-3	-1/-3
ENSG00000170276	ENSG00000254445	1.04e-130	167	100	167	0	2	3	2/3
ENSG00000162804	ENSG00000122085	1.2e-146	146	100	146	0	-2	3	-2/3
ENSG00000162804	ENSG00000122085	1.27e-137	146	100	146	0	3	-3	3/-3
ENSG00000162804	ENSG00000122085	8.18e-121	146	100	146	0	2	-2	2/-2
ENSG00000162804	ENSG00000122085	1.2e-146	146	100	146	0	-2	3	-2/3
ENSG00000162804	ENSG00000122085	1.28e-137	146	100	146	0	3	-2	3/-2
ENSG00000162804	ENSG00000122085	8.2e-121	146	100	146	0	2	-1	2/-1
ENSG00000144199	ENSG00000115042	0	321	98.131	315	6	3	1	3/1
ENSG00000144677	ENSG00000144579	2.68e-108	186	80.645	150	36	3	1	3/1
ENSG00000184227	ENSG00000119673	0	475	96	456	19	-2	-3	-2/-3
ENSG00000157227	ENSG00000125966	0	112	81.25	91	21	1	2	1/2
ENSG00000143365	ENSG00000069667	5.05e-143	113	83.186	94	19	1	3	1/3
ENSG00000073584	ENSG00000264058	7.42e-157	199	100	199	0	2	1	2/1
ENSG00000186897	ENSG00000165985	3.59e-87	133	82.707	110	23	1	2	1/2
ENSG00000186897	ENSG00000131094	1.1e-81	134	88.06	118	16	1	3	1/3
ENSG00000122483	ENSG00000117500	2.71e-60	110	99.091	109	1	-3	2	-3/2
ENSG00000150991	ENSG00000170315	4.41e-150	240	96.25	231	9	1	3	1/3
ENSG00000188779	ENSG00000215474	1.01e-141	203	89.163	181	22	1	2	1/2
ENSG00000231192	ENSG00000233412	0	314	94.586	297	17	1	2	1/2
ENSG00000187634	ENSG00000188976	4.91e-72	124	100	124	0	2	-1	2/-1
ENSG00000185567	ENSG00000166428	3.68e-107	158	100	158	0	-1	3	-1/3
ENSG00000092054	ENSG00000133020	0	922	80.369	741	181	2	3	2/3
ENSG00000229859	ENSG00000256713	0	506	99.012	501	5	-2	-1	-2/-1
ENSG00000129965	ENSG00000167244	6.51e-166	244	97.541	238	6	1	2	1/2
ENSG00000172725	ENSG00000110880	0	417	80.096	334	83	1	2	1/2
ENSG00000185009	ENSG00000035403	0	369	100	369	0	-3	1	-3/1
ENSG00000185009	ENSG00000035403	0	369	100	369	0	1	-3	1/-3
ENSG00000185009	ENSG00000035403	0	369	100	369	0	2	-1	2/-1
ENSG00000136238	ENSG00000169750	1.36e-109	103	90.291	93	10	3	1	3/1
ENSG00000182315	ENSG00000237247	1.92e-177	257	98.444	253	4	-3	-1	-3/-1
ENSG00000182315	ENSG00000237247	1.29e-160	257	98.444	253	4	3	2	3/2
ENSG00000187942	ENSG00000142798	0	204	100	204	0	3	-3	3/-3
ENSG00000189013	ENSG00000125498	1.42e-159	105	81.905	86	19	1	3	1/3
ENSG00000177613	ENSG00000101811	0	208	87.5	182	26	1	2	1/2
ENSG00000177613	ENSG00000101811	0	208	87.5	182	26	1	2	1/2
ENSG00000141556	ENSG00000175711	3.18e-45	106	84.906	90	16	-3	1	-3/1
ENSG00000075891	ENSG00000196092	3.23e-88	131	81.679	107	24	-2	-3	-2/-3
ENSG00000183496	ENSG00000176624	1.51e-129	192	87.5	168	24	2	1	2/1
ENSG00000183496	ENSG00000181588	3.51e-121	193	85.492	165	28	2	1	2/1
ENSG00000187010	ENSG00000188672	0	276	91.667	253	23	-1	-3	-1/-3
ENSG00000140839	ENSG00000157322	0	444	98.649	438	6	3	2	3/2
ENSG00000178035	ENSG00000106348	0	516	83.915	433	83	2	1	2/1
ENSG00000178035	ENSG00000106348	0	516	83.915	433	83	2	1	2/1
ENSG00000165246	ENSG00000146938	0	847	97.166	823	24	1	2	1/2
ENSG00000075624	ENSG00000184009	0	388	96.649	375	13	1	2	1/2
ENSG00000137075	ENSG00000146083	2.01e-136	118	84.746	100	18	3	1	3/1
ENSG00000228049	ENSG00000267645	1.02e-71	116	100	116	0	-1	-2	-1/-2
ENSG00000162654	ENSG00000213512	0	482	82.365	397	85	3	2	3/2
ENSG00000117036	ENSG00000253831	5.38e-72	125	85.6	107	18	2	1	2/1
ENSG00000189132	ENSG00000185448	0	242	80.579	195	47	-3	-1	-3/-1
ENSG00000189132	ENSG00000198173	0	175	81.143	142	33	2	1	2/1
ENSG00000182287	ENSG00000106367	1.65e-88	154	87.662	135	19	2	3	2/3
ENSG00000178860	ENSG00000118526	1.18e-46	104	84.615	88	16	3	1	3/1
ENSG00000180815	ENSG00000197442	0	172	81.977	141	31	1	2	1/2
ENSG00000114374	ENSG00000124486	0	473	88.795	420	53	-3	-1	-3/-1
ENSG00000196981	ENSG00000196363	0	301	89.369	269	32	2	1	2/1
ENSG00000215790	ENSG00000189339	0	282	99.291	280	2	-1	-3	-1/-3
ENSG00000128591	ENSG00000136068	0	251	86.853	218	33	3	1	3/1
ENSG00000105379	ENSG00000173200	3.13e-150	284	81.69	232	52	-2	-3	-2/-3
ENSG00000105379	ENSG00000174749	1.22e-174	197	92.386	182	15	-1	-2	-1/-2
ENSG00000126337	ENSG00000197079	0	336	81.845	275	61	1	2	1/2
ENSG00000157734	ENSG00000166794	8.98e-115	111	100	111	0	-1	3	-1/3
ENSG00000157734	ENSG00000166794	9.44e-94	111	100	111	0	3	-3	3/-3
ENSG00000188313	ENSG00000163746	3.11e-118	112	84.821	95	17	1	3	1/3
ENSG00000213218	ENSG00000136487	0	293	83.618	245	48	-2	-3	-2/-3
ENSG00000241119	ENSG00000242366	0	778	96.53	751	27	2	1	2/1
ENSG00000241119	ENSG00000244122	0	777	95.495	742	35	2	1	2/1
ENSG00000243772	ENSG00000240403	0	414	82.85	343	71	3	2	3/2
ENSG00000243772	ENSG00000167633	0	377	86.472	326	51	3	2	3/2
ENSG00000161791	ENSG00000157827	0	391	82.353	322	69	1	2	1/2
ENSG00000171314	ENSG00000226784	2.7e-157	255	95.686	244	11	2	1	2/1
ENSG00000183196	ENSG00000135702	0	231	86.147	199	32	-3	-1	-3/-1
ENSG00000182810	ENSG00000167264	1.56e-75	119	100	119	0	2	-1	2/-1
ENSG00000183476	ENSG00000136425	5.76e-65	101	100	101	0	2	-1	2/-1
ENSG00000183476	ENSG00000136425	1.09e-64	101	100	101	0	3	-2	3/-2
ENSG00000183476	ENSG00000136425	1.9e-63	101	100	101	0	-1	2	-1/2
ENSG00000183476	ENSG00000136425	4.54e-62	101	100	101	0	-2	3	-2/3
ENSG00000108242	ENSG00000165841	0	231	81.818	189	42	1	2	1/2
ENSG00000181625	ENSG00000132207	0	244	100	244	0	1	2	1/2
ENSG00000183569	ENSG00000189306	3.31e-91	132	90.152	119	13	1	-3	1/-3
ENSG00000179412	ENSG00000277058	0	223	99.552	222	1	-3	-2	-3/-2
ENSG00000179412	ENSG00000275774	2.27e-167	223	93.722	209	14	-3	-2	-3/-2
ENSG00000183709	ENSG00000197110	6.43e-117	183	95.082	174	9	2	1	2/1
ENSG00000166435	ENSG00000166439	0	727	100	727	0	2	-3	2/-3
ENSG00000183426	ENSG00000224712	0	351	99.43	349	2	-2	-1	-2/-1
