GOID	Biological Process	Number of genes	ENTREZID	ENSEMBL	SYMBOL
GO:0032496	response to lipopolysaccharide	11	80149	ENSG00000163874	ZC3H12A
GO:0022412	cellular process involved in reproduction in multicellular organism	11	23139	ENSG00000086015	MAST2
GO:0035194	posttranscriptional gene silencing by RNA	11	8357	ENSG00000278828	HIST1H3H
GO:0016441	posttranscriptional gene silencing	11	8357	ENSG00000278828	HIST1H3H
GO:0006644	phospholipid metabolic process	11	3632	ENSG00000068383	INPP5A
GO:0007389	pattern specification process	57	6615	ENSG00000124216	SNAI1
GO:0008544	epidermis development	52	286887	ENSG00000170465	KRT6C
GO:0043588	skin development	50	83901	ENSG00000187272	KRTAP9-8
GO:0003002	regionalization	49	25806	ENSG00000116035	VAX2
GO:0048568	embryonic organ development	49	6662	ENSG00000125398	SOX9
GO:0009913	epidermal cell differentiation	46	3884	ENSG00000131738	KRT33B
GO:0030216	keratinocyte differentiation	45	112802	ENSG00000139648	KRT71
GO:0050878	regulation of body fluid levels	44	56302	ENSG00000127412	TRPV5
GO:0001501	skeletal system development	43	5396	ENSG00000116132	PRRX1
GO:0048562	embryonic organ morphogenesis	41	79977	ENSG00000083307	GRHL2
GO:0022604	regulation of cell morphogenesis	40	4628	ENSG00000133026	MYH10
GO:0031424	keratinization	39	3868	ENSG00000186832	KRT16
GO:0007409	axonogenesis	38	347733	ENSG00000137285	TUBB2B
GO:0061564	axon development	38	347733	ENSG00000137285	TUBB2B
GO:0045165	cell fate commitment	36	8324	ENSG00000155760	FZD7
GO:0060562	epithelial tube morphogenesis	36	3237	ENSG00000128713	HOXD11
GO:0051962	positive regulation of nervous system development	35	5458	ENSG00000151615	POU4F2
GO:0009952	anterior/posterior pattern specification	34	55997	ENSG00000136698	CFC1
GO:1901615	organic hydroxy compound metabolic process	34	10901	ENSG00000157326	DHRS4
GO:0070838	divalent metal ion transport	33	5581	ENSG00000171132	PRKCE
GO:0072511	divalent inorganic cation transport	33	5581	ENSG00000171132	PRKCE
GO:0072507	divalent inorganic cation homeostasis	33	808	ENSG00000160014	CALM3
GO:0072507	divalent inorganic cation homeostasis	33	808	ENSG00000198668	CALM3
GO:0030335	positive regulation of cell migration	33	2247	ENSG00000138685	FGF2
GO:0050808	synapse organization	32	56128	ENSG00000120322	PCDHB8
GO:0018209	peptidyl-serine modification	32	5581	ENSG00000171132	PRKCE
GO:0006816	calcium ion transport	32	5581	ENSG00000171132	PRKCE
GO:0050769	positive regulation of neurogenesis	32	91584	ENSG00000221866	PLXNA4
GO:0072503	cellular divalent inorganic cation homeostasis	32	808	ENSG00000160014	CALM3
GO:0072503	cellular divalent inorganic cation homeostasis	32	808	ENSG00000198668	CALM3
GO:0015711	organic anion transport	32	81034	ENSG00000164933	SLC25A32
GO:0090596	sensory organ morphogenesis	31	2295	ENSG00000137273	FOXF2
GO:0060485	mesenchyme development	31	9820	ENSG00000044090	CUL7
GO:0050817	coagulation	31	5581	ENSG00000171132	PRKCE
GO:0060537	muscle tissue development	31	8324	ENSG00000155760	FZD7
GO:0009410	response to xenobiotic stimulus	30	30	ENSG00000060971	ACAA1
GO:0006631	fatty acid metabolic process	30	1579	ENSG00000187048	CYP4A11
GO:0014706	striated muscle tissue development	30	70	ENSG00000159251	ACTC1
GO:0051090	regulation of DNA binding transcription factor activity	30	4825	ENSG00000163623	NKX6-1
GO:0006874	cellular calcium ion homeostasis	30	808	ENSG00000160014	CALM3
GO:0006874	cellular calcium ion homeostasis	30	808	ENSG00000198668	CALM3
GO:0055074	calcium ion homeostasis	30	808	ENSG00000160014	CALM3
GO:0055074	calcium ion homeostasis	30	808	ENSG00000198668	CALM3
GO:0010975	regulation of neuron projection development	30	91584	ENSG00000221866	PLXNA4
GO:0060070	canonical Wnt signaling pathway	29	55897	ENSG00000166823	MESP1
GO:0035690	cellular response to drug	29	167127	ENSG00000168671	UGT3A2
GO:0007596	blood coagulation	29	5581	ENSG00000171132	PRKCE
GO:0001654	eye development	29	7111	ENSG00000136842	TMOD1
GO:0007599	hemostasis	29	5581	ENSG00000171132	PRKCE
GO:0048732	gland development	29	2294	ENSG00000103241	FOXF1
GO:0051051	negative regulation of transport	29	3965	ENSG00000168961	LGALS9
GO:0016049	cell growth	29	57805	ENSG00000158941	CCAR2
GO:1901652	response to peptide	29	112	ENSG00000174233	ADCY6
GO:0070268	cornification	28	3872	ENSG00000128422	KRT17
GO:0050920	regulation of chemotaxis	28	91584	ENSG00000221866	PLXNA4
GO:0003007	heart morphogenesis	28	10637	ENSG00000243709	LEFTY1
GO:0018105	peptidyl-serine phosphorylation	28	156	ENSG00000173020	GRK2
GO:0008202	steroid metabolic process	28	10901	ENSG00000157326	DHRS4
GO:0030900	forebrain development	28	2776	ENSG00000156052	GNAQ
GO:1904951	positive regulation of establishment of protein localization	28	5595	ENSG00000102882	MAPK3
GO:0060627	regulation of vesicle-mediated transport	28	115827	ENSG00000152932	RAB3C
GO:0009991	response to extracellular stimulus	28	11337	ENSG00000170296	GABARAP
GO:0021953	central nervous system neuron differentiation	27	2637	ENSG00000168505	GBX2
GO:0043010	camera-type eye development	27	7111	ENSG00000136842	TMOD1
GO:0006839	mitochondrial transport	27	81034	ENSG00000164933	SLC25A32
GO:0007517	muscle organ development	27	89780	ENSG00000154342	WNT3A
GO:0016569	covalent chromatin modification	27	3008	ENSG00000168298	HIST1H1E
GO:0031667	response to nutrient levels	27	11337	ENSG00000170296	GABARAP
GO:0090066	regulation of anatomical structure size	27	5581	ENSG00000171132	PRKCE
GO:0007411	axon guidance	26	6712	ENSG00000173898	SPTBN2
GO:0097485	neuron projection guidance	26	6712	ENSG00000173898	SPTBN2
GO:0048863	stem cell differentiation	26	5700	ENSG00000100764	PSMC1
GO:0030111	regulation of Wnt signaling pathway	26	64321	ENSG00000164736	SOX17
GO:0043434	response to peptide hormone	26	5140	ENSG00000152270	PDE3B
GO:0048608	reproductive structure development	26	5156	ENSG00000134853	PDGFRA
GO:0061458	reproductive system development	26	5156	ENSG00000134853	PDGFRA
GO:1903706	regulation of hemopoiesis	26	3965	ENSG00000168961	LGALS9
GO:0007265	Ras protein signal transduction	26	54509	ENSG00000139725	RHOF
GO:0070588	calcium ion transmembrane transport	25	1139	ENSG00000175344	CHRNA7
GO:0032984	protein-containing complex disassembly	25	89780	ENSG00000154342	WNT3A
GO:0045666	positive regulation of neuron differentiation	25	51704	ENSG00000167191	GPRC5B
GO:0051098	regulation of binding	25	5595	ENSG00000102882	MAPK3
GO:0010639	negative regulation of organelle organization	25	50810	ENSG00000166503	HDGFL3
GO:0008380	RNA splicing	25	55110	ENSG00000111196	MAGOHB
GO:0023061	signal release	25	291	ENSG00000151729	SLC25A4
GO:0006979	response to oxidative stress	25	9943	ENSG00000172939	OXSR1
GO:0034765	regulation of ion transmembrane transport	25	5581	ENSG00000171132	PRKCE
GO:0062012	regulation of small molecule metabolic process	25	2194	ENSG00000169710	FASN
GO:0002446	neutrophil mediated immunity	25	6036	ENSG00000169385	RNASE2
GO:0001655	urogenital system development	24	5159	ENSG00000113721	PDGFRB
GO:1903829	positive regulation of cellular protein localization	24	89780	ENSG00000154342	WNT3A
GO:0042692	muscle cell differentiation	24	8538	ENSG00000043039	BARX2
GO:0009165	nucleotide biosynthetic process	24	122622	ENSG00000185100	ADSSL1
GO:0001503	ossification	24	4323	ENSG00000157227	MMP14
GO:1901293	nucleoside phosphate biosynthetic process	24	122622	ENSG00000185100	ADSSL1
GO:0009896	positive regulation of catabolic process	24	257364	ENSG00000173548	SNX33
GO:0051222	positive regulation of protein transport	24	2746	ENSG00000148672	GLUD1
GO:0042391	regulation of membrane potential	24	2559	ENSG00000145863	GABRA6
GO:0043254	regulation of protein complex assembly	24	3642	ENSG00000173404	INSM1
GO:0009314	response to radiation	24	2966	ENSG00000145736	GTF2H2
GO:0016570	histone modification	24	10498	ENSG00000142453	CARM1
GO:0002791	regulation of peptide secretion	24	7351	ENSG00000175567	UCP2
GO:0050907	detection of chemical stimulus involved in sensory perception	24	138804	ENSG00000148136	OR13C4
GO:0006914	autophagy	24	51715	ENSG00000112210	RAB23
GO:0061919	process utilizing autophagic mechanism	24	51715	ENSG00000112210	RAB23
GO:0043312	neutrophil degranulation	24	6036	ENSG00000169385	RNASE2
GO:0002283	neutrophil activation involved in immune response	24	6036	ENSG00000169385	RNASE2
GO:0042119	neutrophil activation	24	6036	ENSG00000169385	RNASE2
GO:0001708	cell fate specification	23	89780	ENSG00000154342	WNT3A
GO:0007416	synapse assembly	23	56124	ENSG00000120328	PCDHB12
GO:0071466	cellular response to xenobiotic stimulus	23	1553	ENSG00000197838	CYP2A13
GO:0010769	regulation of cell morphogenesis involved in differentiation	23	4825	ENSG00000163623	NKX6-1
GO:0032103	positive regulation of response to external stimulus	23	6374	ENSG00000163735	CXCL5
GO:0071103	DNA conformation change	23	440093	ENSG00000188375	H3F3C
GO:0010721	negative regulation of cell development	23	4825	ENSG00000163623	NKX6-1
GO:0051480	regulation of cytosolic calcium ion concentration	23	808	ENSG00000160014	CALM3
GO:0051480	regulation of cytosolic calcium ion concentration	23	808	ENSG00000198668	CALM3
GO:0070371	ERK1 and ERK2 cascade	23	5604	ENSG00000169032	MAP2K1
GO:0019932	second-messenger-mediated signaling	23	56246	ENSG00000170262	MRAP
GO:0031346	positive regulation of cell projection organization	23	5458	ENSG00000151615	POU4F2
GO:0071902	positive regulation of protein serine/threonine kinase activity	23	5595	ENSG00000102882	MAPK3
GO:0006401	RNA catabolic process	23	6036	ENSG00000169385	RNASE2
GO:0043900	regulation of multi-organism process	23	22932	ENSG00000146707	POMZP3
GO:0030099	myeloid cell differentiation	23	677	ENSG00000185650	ZFP36L1
GO:0050708	regulation of protein secretion	23	111	ENSG00000173175	ADCY5
GO:0007608	sensory perception of smell	23	390151	ENSG00000181767	OR8H2
GO:0050900	leukocyte migration	23	643	ENSG00000160683	CXCR5
GO:0006397	mRNA processing	23	55339	ENSG00000136709	WDR33
GO:0043583	ear development	22	2637	ENSG00000168505	GBX2
GO:0048705	skeletal system morphogenesis	22	51141	ENSG00000125629	INSIG2
GO:0009266	response to temperature stimulus	22	57805	ENSG00000158941	CCAR2
GO:0007050	cell cycle arrest	22	3642	ENSG00000173404	INSM1
GO:0060326	cell chemotaxis	22	6374	ENSG00000163735	CXCL5
GO:0072001	renal system development	22	6492	ENSG00000112246	SIM1
GO:0019058	viral life cycle	22	9218	ENSG00000101558	VAPA
GO:1901653	cellular response to peptide	22	1585	ENSG00000179142	CYP11B2
GO:0032259	methylation	22	10498	ENSG00000142453	CARM1
GO:0019216	regulation of lipid metabolic process	22	5140	ENSG00000152270	PDE3B
GO:0051604	protein maturation	22	3078	ENSG00000244414	CFHR1
GO:0001819	positive regulation of cytokine production	22	1652	ENSG00000099977	DDT
GO:0003012	muscle system process	22	4629	ENSG00000133392	MYH11
GO:0022613	ribonucleoprotein complex biogenesis	22	27341	ENSG00000189306	RRP7A
GO:0002521	leukocyte differentiation	22	5196	ENSG00000163737	PF4
GO:0019827	stem cell population maintenance	21	10642	ENSG00000159217	IGF2BP1
GO:0098727	maintenance of cell number	21	10642	ENSG00000159217	IGF2BP1
GO:0048736	appendage development	21	1387	ENSG00000005339	CREBBP
GO:0060173	limb development	21	1387	ENSG00000005339	CREBBP
GO:0007369	gastrulation	21	10736	ENSG00000170577	SIX2
GO:0060541	respiratory system development	21	5159	ENSG00000113721	PDGFRB
GO:0050768	negative regulation of neurogenesis	21	4825	ENSG00000163623	NKX6-1
GO:0060828	regulation of canonical Wnt signaling pathway	21	57805	ENSG00000158941	CCAR2
GO:0051961	negative regulation of nervous system development	21	4825	ENSG00000163623	NKX6-1
GO:0009152	purine ribonucleotide biosynthetic process	21	957	ENSG00000187097	ENTPD5
GO:0006164	purine nucleotide biosynthetic process	21	957	ENSG00000187097	ENTPD5
GO:0009260	ribonucleotide biosynthetic process	21	957	ENSG00000187097	ENTPD5
GO:0072522	purine-containing compound biosynthetic process	21	957	ENSG00000187097	ENTPD5
GO:0046390	ribose phosphate biosynthetic process	21	957	ENSG00000187097	ENTPD5
GO:0071214	cellular response to abiotic stimulus	21	7508	ENSG00000154767	XPC
GO:0104004	cellular response to environmental stimulus	21	7508	ENSG00000154767	XPC
GO:0001701	in utero embryonic development	21	5604	ENSG00000169032	MAP2K1
GO:0006066	alcohol metabolic process	21	801	ENSG00000198668	CALM1
GO:0001101	response to acid chemical	21	7351	ENSG00000175567	UCP2
GO:0031331	positive regulation of cellular catabolic process	21	5562	ENSG00000132356	PRKAA1
GO:0050804	modulation of chemical synaptic transmission	21	5581	ENSG00000171132	PRKCE
GO:0099177	regulation of trans-synaptic signaling	21	5581	ENSG00000171132	PRKCE
GO:0010948	negative regulation of cell cycle process	21	8658	ENSG00000173273	TNKS
GO:0006936	muscle contraction	21	4629	ENSG00000133392	MYH11
GO:0032535	regulation of cellular component size	21	89780	ENSG00000154342	WNT3A
GO:0070482	response to oxygen levels	21	7351	ENSG00000175567	UCP2
GO:0051047	positive regulation of secretion	21	3965	ENSG00000168961	LGALS9
GO:0018205	peptidyl-lysine modification	21	3008	ENSG00000168298	HIST1H1E
GO:0048545	response to steroid hormone	21	678	ENSG00000152518	ZFP36L2
GO:0001558	regulation of cell growth	21	440093	ENSG00000188375	H3F3C
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	21	117584	ENSG00000092871	RFFL
GO:0034470	ncRNA processing	21	339175	ENSG00000087995	METTL2A
GO:0044282	small molecule catabolic process	21	4329	ENSG00000119711	ALDH6A1
GO:0001667	ameboidal-type cell migration	21	2637	ENSG00000168505	GBX2
GO:0010498	proteasomal protein catabolic process	21	117584	ENSG00000092871	RFFL
GO:1901987	regulation of cell cycle phase transition	21	7508	ENSG00000154767	XPC
GO:0051249	regulation of lymphocyte activation	21	7784	ENSG00000188372	ZP3
GO:0060560	developmental growth involved in morphogenesis	20	55909	ENSG00000147439	BIN3
GO:0045637	regulation of myeloid cell differentiation	20	126961	ENSG00000203811	HIST2H3C
GO:2000027	regulation of organ morphogenesis	20	8321	ENSG00000157240	FZD1
GO:0098656	anion transmembrane transport	20	80131	ENSG00000171017	LRRC8E
GO:0060047	heart contraction	20	4882	ENSG00000159899	NPR2
GO:0003015	heart process	20	4882	ENSG00000159899	NPR2
GO:0009416	response to light stimulus	20	57805	ENSG00000158941	CCAR2
GO:0071375	cellular response to peptide hormone stimulus	20	7351	ENSG00000175567	UCP2
GO:0009167	purine ribonucleoside monophosphate metabolic process	20	957	ENSG00000187097	ENTPD5
GO:0048638	regulation of developmental growth	20	10498	ENSG00000142453	CARM1
GO:0009126	purine nucleoside monophosphate metabolic process	20	957	ENSG00000187097	ENTPD5
GO:0009161	ribonucleoside monophosphate metabolic process	20	957	ENSG00000187097	ENTPD5
GO:0006913	nucleocytoplasmic transport	20	2923	ENSG00000167004	PDIA3
GO:0045862	positive regulation of proteolysis	20	257364	ENSG00000173548	SNX33
GO:0006402	mRNA catabolic process	20	27258	ENSG00000170860	LSM3
GO:0051169	nuclear transport	20	2923	ENSG00000167004	PDIA3
GO:0009123	nucleoside monophosphate metabolic process	20	957	ENSG00000187097	ENTPD5
GO:0048193	Golgi vesicle transport	20	10945	ENSG00000105438	KDELR1
GO:2001233	regulation of apoptotic signaling pathway	20	5196	ENSG00000163737	PF4
GO:0043062	extracellular structure organization	20	89780	ENSG00000154342	WNT3A
GO:0051052	regulation of DNA metabolic process	20	8658	ENSG00000173273	TNKS
GO:0050911	detection of chemical stimulus involved in sensory perception of smell	20	120065	ENSG00000183303	OR5P2
GO:0034249	negative regulation of cellular amide metabolic process	20	5604	ENSG00000169032	MAP2K1
GO:0016458	gene silencing	20	284428	ENSG00000237247	MBD3L5
GO:0006805	xenobiotic metabolic process	19	57412	ENSG00000214435	AS3MT
GO:0021915	neural tube development	19	6664	ENSG00000176887	SOX11
GO:0030324	lung development	19	7547	ENSG00000156925	ZIC3
GO:0030323	respiratory tube development	19	7547	ENSG00000156925	ZIC3
GO:0030595	leukocyte chemotaxis	19	1652	ENSG00000099977	DDT
GO:0043543	protein acylation	19	84779	ENSG00000156269	NAA11
GO:0061448	connective tissue development	19	2247	ENSG00000138685	FGF2
GO:1901617	organic hydroxy compound biosynthetic process	19	5562	ENSG00000132356	PRKAA1
GO:0008016	regulation of heart contraction	19	801	ENSG00000198668	CALM1
GO:0021700	developmental maturation	19	816	ENSG00000058404	CAMK2B
GO:0010976	positive regulation of neuron projection development	19	5604	ENSG00000169032	MAP2K1
GO:0001822	kidney development	19	79192	ENSG00000170549	IRX1
GO:0072331	signal transduction by p53 class mediator	19	80237	ENSG00000128886	ELL3
GO:1903522	regulation of blood circulation	19	801	ENSG00000198668	CALM1
GO:0007204	positive regulation of cytosolic calcium ion concentration	19	3579	ENSG00000180871	CXCR2
GO:0007568	aging	19	10498	ENSG00000142453	CARM1
GO:0071496	cellular response to external stimulus	19	58528	ENSG00000025039	RRAGD
GO:0051235	maintenance of location	19	3638	ENSG00000186480	INSIG1
GO:0046677	response to antibiotic	19	3039	ENSG00000206172	HBA1
GO:0032147	activation of protein kinase activity	19	111	ENSG00000173175	ADCY5
GO:0006959	humoral immune response	19	3151	ENSG00000198830	HMGN2
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	19	283149	ENSG00000186174	BCL9L
GO:0030198	extracellular matrix organization	19	440387	ENSG00000168928	CTRB2
GO:0001666	response to hypoxia	19	5562	ENSG00000132356	PRKAA1
GO:0036293	response to decreased oxygen levels	19	5562	ENSG00000132356	PRKAA1
GO:1903532	positive regulation of secretion by cell	19	6664	ENSG00000176887	SOX11
GO:0045765	regulation of angiogenesis	19	7058	ENSG00000186340	THBS2
GO:0045787	positive regulation of cell cycle	19	10498	ENSG00000142453	CARM1
GO:0032386	regulation of intracellular transport	19	6036	ENSG00000169385	RNASE2
GO:1901342	regulation of vasculature development	19	7058	ENSG00000186340	THBS2
GO:0002697	regulation of immune effector process	19	7784	ENSG00000188372	ZP3
GO:0050673	epithelial cell proliferation	19	89780	ENSG00000154342	WNT3A
GO:1901990	regulation of mitotic cell cycle phase transition	19	7846	ENSG00000167552	TUBA1A
GO:0002683	negative regulation of immune system process	19	6318	ENSG00000206073	SERPINB4
GO:0052547	regulation of peptidase activity	19	6318	ENSG00000206073	SERPINB4
GO:0042110	T cell activation	19	6375	ENSG00000143184	XCL1
GO:0043087	regulation of GTPase activity	19	23527	ENSG00000114331	ACAP2
GO:0021510	spinal cord development	18	219409	ENSG00000169840	GSX1
GO:0042471	ear morphogenesis	18	89780	ENSG00000154342	WNT3A
GO:0035270	endocrine system development	18	219409	ENSG00000169840	GSX1
GO:0035148	tube formation	18	1857	ENSG00000161202	DVL3
GO:0035821	modification of morphology or physiology of other organism	18	9218	ENSG00000101558	VAPA
GO:0042594	response to starvation	18	122622	ENSG00000185100	ADSSL1
GO:0048839	inner ear development	18	2535	ENSG00000180340	FZD2
GO:0048762	mesenchymal cell differentiation	18	6317	ENSG00000057149	SERPINB3
GO:0031669	cellular response to nutrient levels	18	5292	ENSG00000137193	PIM1
GO:0051701	interaction with host	18	80149	ENSG00000163874	ZC3H12A
GO:0019882	antigen processing and presentation	18	3123	ENSG00000196126	HLA-DRB1
GO:0031668	cellular response to extracellular stimulus	18	5292	ENSG00000137193	PIM1
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	18	56124	ENSG00000120328	PCDHB12
GO:0042063	gliogenesis	18	5583	ENSG00000027075	PRKCH
GO:0048511	rhythmic process	18	11335	ENSG00000122565	CBX3
GO:0051146	striated muscle cell differentiation	18	4629	ENSG00000133392	MYH11
GO:0071824	protein-DNA complex subunit organization	18	440093	ENSG00000188375	H3F3C
GO:0030522	intracellular receptor signaling pathway	18	1488	ENSG00000175029	CTBP2
GO:0090305	nucleic acid phosphodiester bond hydrolysis	18	340554	ENSG00000102053	ZC3H12B
GO:0016236	macroautophagy	18	5562	ENSG00000132356	PRKAA1
GO:0034612	response to tumor necrosis factor	18	2021	ENSG00000167136	ENDOG
GO:0046879	hormone secretion	18	4825	ENSG00000163623	NKX6-1
GO:0015849	organic acid transport	18	10166	ENSG00000102743	SLC25A15
GO:0046942	carboxylic acid transport	18	10166	ENSG00000102743	SLC25A15
GO:0033044	regulation of chromosome organization	18	79008	ENSG00000181625	SLX1B
GO:0070997	neuron death	18	89780	ENSG00000154342	WNT3A
GO:0009914	hormone transport	18	4825	ENSG00000163623	NKX6-1
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	18	23283	ENSG00000177613	CSTF2T
GO:0000398	mRNA splicing, via spliceosome	18	23283	ENSG00000177613	CSTF2T
GO:0000375	RNA splicing, via transesterification reactions	18	23283	ENSG00000177613	CSTF2T
GO:0090130	tissue migration	18	57381	ENSG00000126785	RHOJ
GO:0032970	regulation of actin filament-based process	18	57381	ENSG00000126785	RHOJ
GO:0006732	coenzyme metabolic process	18	26027	ENSG00000162390	ACOT11
GO:0007015	actin filament organization	18	55909	ENSG00000147439	BIN3
GO:0006605	protein targeting	18	6036	ENSG00000169385	RNASE2
GO:0046394	carboxylic acid biosynthetic process	18	957	ENSG00000187097	ENTPD5
GO:0016053	organic acid biosynthetic process	18	957	ENSG00000187097	ENTPD5
GO:0045088	regulation of innate immune response	18	3304	ENSG00000204388	HSPA1B
GO:0017148	negative regulation of translation	18	678	ENSG00000152518	ZFP36L2
GO:0043687	post-translational protein modification	18	248	ENSG00000163295	ALPI
GO:0051656	establishment of organelle localization	18	9230	ENSG00000185236	RAB11B
GO:0031349	positive regulation of defense response	18	9782	ENSG00000280987	MATR3
GO:0031349	positive regulation of defense response	18	9782	ENSG00000015479	MATR3
GO:0042326	negative regulation of phosphorylation	18	338761	ENSG00000186897	C1QL4
GO:0030901	midbrain development	17	8321	ENSG00000157240	FZD1
GO:0045995	regulation of embryonic development	17	1857	ENSG00000161202	DVL3
GO:0050921	positive regulation of chemotaxis	17	7060	ENSG00000113296	THBS4
GO:0018210	peptidyl-threonine modification	17	815	ENSG00000070808	CAMK2A
GO:0016331	morphogenesis of embryonic epithelium	17	1857	ENSG00000161202	DVL3
GO:0061138	morphogenesis of a branching epithelium	17	4323	ENSG00000157227	MMP14
GO:0006473	protein acetylation	17	26155	ENSG00000188976	NOC2L
GO:0015893	drug transport	17	3048	ENSG00000196565	HBG2
GO:0001763	morphogenesis of a branching structure	17	4323	ENSG00000157227	MMP14
GO:0042445	hormone metabolic process	17	3284	ENSG00000203859	HSD3B2
GO:0048738	cardiac muscle tissue development	17	8289	ENSG00000117713	ARID1A
GO:0051091	positive regulation of DNA binding transcription factor activity	17	10498	ENSG00000142453	CARM1
GO:0031647	regulation of protein stability	17	3009	ENSG00000184357	HIST1H1B
GO:0007162	negative regulation of cell adhesion	17	57162	ENSG00000197329	PELI1
GO:0006457	protein folding	17	2780	ENSG00000134183	GNAT2
GO:0045927	positive regulation of growth	17	440093	ENSG00000188375	H3F3C
GO:0051258	protein polymerization	17	6904	ENSG00000141556	TBCD
GO:0071356	cellular response to tumor necrosis factor	17	6375	ENSG00000143184	XCL1
GO:0010038	response to metal ion	17	55503	ENSG00000165125	TRPV6
GO:1902903	regulation of supramolecular fiber organization	17	6711	ENSG00000115306	SPTBN1
GO:0009141	nucleoside triphosphate metabolic process	17	4694	ENSG00000125356	NDUFA1
GO:0010959	regulation of metal ion transport	17	27347	ENSG00000198648	STK39
GO:0050867	positive regulation of cell activation	17	6375	ENSG00000143184	XCL1
GO:0060271	cilium assembly	17	1069	ENSG00000147400	CETN2
GO:0044782	cilium organization	17	1069	ENSG00000147400	CETN2
GO:0022407	regulation of cell-cell adhesion	17	23560	ENSG00000107937	GTPBP4
GO:0000280	nuclear division	17	245711	ENSG00000163806	SPDYA
GO:0010256	endomembrane system organization	17	257364	ENSG00000173548	SNX33
GO:0001933	negative regulation of protein phosphorylation	17	338761	ENSG00000186897	C1QL4
GO:0048285	organelle fission	17	245711	ENSG00000163806	SPDYA
GO:0002768	immune response-regulating cell surface receptor signaling pathway	17	80149	ENSG00000163874	ZC3H12A
GO:0060021	roof of mouth development	16	6926	ENSG00000135111	TBX3
GO:0001676	long-chain fatty acid metabolic process	16	1553	ENSG00000197838	CYP2A13
GO:0001838	embryonic epithelial tube formation	16	1857	ENSG00000161202	DVL3
GO:0072175	epithelial tube formation	16	1857	ENSG00000161202	DVL3
GO:0007498	mesoderm development	16	145873	ENSG00000188095	MESP2
GO:0035107	appendage morphogenesis	16	3206	ENSG00000253293	HOXA10
GO:0035108	limb morphogenesis	16	3206	ENSG00000253293	HOXA10
GO:0035051	cardiocyte differentiation	16	89780	ENSG00000154342	WNT3A
GO:0051100	negative regulation of binding	16	3080	ENSG00000080910	CFHR2
GO:0002685	regulation of leukocyte migration	16	7784	ENSG00000188372	ZP3
GO:0097529	myeloid leukocyte migration	16	6278	ENSG00000143556	S100A7
GO:0007219	Notch signaling pathway	16	55897	ENSG00000166823	MESP1
GO:0060348	bone development	16	10498	ENSG00000142453	CARM1
GO:0007626	locomotory behavior	16	6571	ENSG00000165646	SLC18A2
GO:0010001	glial cell differentiation	16	5454	ENSG00000184486	POU3F2
GO:0071229	cellular response to acid chemical	16	5563	ENSG00000162409	PRKAA2
GO:0045665	negative regulation of neuron differentiation	16	79191	ENSG00000177508	IRX3
GO:0006323	DNA packaging	16	3006	ENSG00000187837	HIST1H1C
GO:0048588	developmental cell growth	16	55558	ENSG00000130827	PLXNA3
GO:0051054	positive regulation of DNA metabolic process	16	8741	ENSG00000161955	TNFSF13
GO:0030072	peptide hormone secretion	16	9230	ENSG00000185236	RAB11B
GO:0065004	protein-DNA complex assembly	16	3006	ENSG00000187837	HIST1H1C
GO:0071383	cellular response to steroid hormone stimulus	16	8289	ENSG00000117713	ARID1A
GO:0046883	regulation of hormone secretion	16	4825	ENSG00000163623	NKX6-1
GO:1990778	protein localization to cell periphery	16	5583	ENSG00000027075	PRKCH
GO:0005996	monosaccharide metabolic process	16	54657	ENSG00000244474	UGT1A4
GO:0042113	B cell activation	16	1141	ENSG00000160716	CHRNB2
GO:1901214	regulation of neuron death	16	5966	ENSG00000162924	REL
GO:0043414	macromolecule methylation	16	3009	ENSG00000184357	HIST1H1B
GO:0031098	stress-activated protein kinase signaling cascade	16	9943	ENSG00000172939	OXSR1
GO:0070646	protein modification by small protein removal	16	80149	ENSG00000163874	ZC3H12A
GO:0009205	purine ribonucleoside triphosphate metabolic process	16	5230	ENSG00000102144	PGK1
GO:0010506	regulation of autophagy	16	2773	ENSG00000065135	GNAI3
GO:0007018	microtubule-based movement	16	26958	ENSG00000158623	COPG2
GO:0070372	regulation of ERK1 and ERK2 cascade	16	338761	ENSG00000186897	C1QL4
GO:0009199	ribonucleoside triphosphate metabolic process	16	5230	ENSG00000102144	PGK1
GO:0009144	purine nucleoside triphosphate metabolic process	16	5230	ENSG00000102144	PGK1
GO:0016485	protein processing	16	3080	ENSG00000080910	CFHR2
GO:0006898	receptor-mediated endocytosis	16	3043	ENSG00000244734	HBB
GO:0032956	regulation of actin cytoskeleton organization	16	5881	ENSG00000169750	RAC3
GO:0043405	regulation of MAP kinase activity	16	5604	ENSG00000169032	MAP2K1
GO:0002696	positive regulation of leukocyte activation	16	3123	ENSG00000196126	HLA-DRB1
GO:0010876	lipid localization	16	80149	ENSG00000163874	ZC3H12A
GO:0018108	peptidyl-tyrosine phosphorylation	16	5604	ENSG00000169032	MAP2K1
GO:0018212	peptidyl-tyrosine modification	16	5604	ENSG00000169032	MAP2K1
GO:0045785	positive regulation of cell adhesion	16	3123	ENSG00000196126	HLA-DRB1
GO:0052548	regulation of endopeptidase activity	16	4102	ENSG00000221867	MAGEA3
