GOID	Biological Process	Number of genes	ENTREZID	ENSEMBL	SYMBOL
GO:0051701	interaction with host	11	8812	ENSG00000090061	CCNK
GO:2001234	negative regulation of apoptotic signaling pathway	11	3303	ENSG00000204389	HSPA1A
GO:0016358	dendrite development	11	816	ENSG00000058404	CAMK2B
GO:0060560	developmental growth involved in morphogenesis	11	5361	ENSG00000114554	PLXNA1
GO:0043903	regulation of symbiosis, encompassing mutualism through parasitism	11	8812	ENSG00000090061	CCNK
GO:0046434	organophosphate catabolic process	11	3632	ENSG00000068383	INPP5A
GO:0071560	cellular response to transforming growth factor beta stimulus	11	3303	ENSG00000204389	HSPA1A
GO:0071559	response to transforming growth factor beta	11	3303	ENSG00000204389	HSPA1A
GO:0015931	nucleobase-containing compound transport	11	23299	ENSG00000185963	BICD2
GO:0006352	DNA-templated transcription, initiation	11	8467	ENSG00000153147	SMARCA5
GO:0031647	regulation of protein stability	11	3303	ENSG00000204389	HSPA1A
GO:0021700	developmental maturation	11	6261	ENSG00000196218	RYR1
GO:0006457	protein folding	11	3303	ENSG00000204389	HSPA1A
GO:0050768	negative regulation of neurogenesis	11	55558	ENSG00000130827	PLXNA3
GO:1990778	protein localization to cell periphery	11	2770	ENSG00000127955	GNAI1
GO:0051961	negative regulation of nervous system development	11	55558	ENSG00000130827	PLXNA3
GO:0046034	ATP metabolic process	11	3303	ENSG00000204389	HSPA1A
GO:0032102	negative regulation of response to external stimulus	11	55558	ENSG00000130827	PLXNA3
GO:0071214	cellular response to abiotic stimulus	11	23596	ENSG00000054277	OPN3
GO:0104004	cellular response to environmental stimulus	11	23596	ENSG00000054277	OPN3
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	11	6607	ENSG00000205571	SMN2
GO:0000398	mRNA splicing, via spliceosome	11	6607	ENSG00000205571	SMN2
GO:0000375	RNA splicing, via transesterification reactions	11	6607	ENSG00000205571	SMN2
GO:1902903	regulation of supramolecular fiber organization	11	3303	ENSG00000204389	HSPA1A
GO:0051056	regulation of small GTPase mediated signal transduction	11	23779	ENSG00000241484	ARHGAP8
GO:0051271	negative regulation of cellular component movement	11	55558	ENSG00000130827	PLXNA3
GO:0001666	response to hypoxia	11	2021	ENSG00000167136	ENDOG
GO:0010948	negative regulation of cell cycle process	11	8812	ENSG00000090061	CCNK
GO:0006402	mRNA catabolic process	11	3303	ENSG00000204389	HSPA1A
GO:0040013	negative regulation of locomotion	11	55558	ENSG00000130827	PLXNA3
GO:0036293	response to decreased oxygen levels	11	2021	ENSG00000167136	ENDOG
GO:1903532	positive regulation of secretion by cell	11	94121	ENSG00000102362	SYTL4
GO:0060271	cilium assembly	11	221421	ENSG00000172426	RSPH9
GO:0032970	regulation of actin filament-based process	11	6262	ENSG00000198626	RYR2
GO:0044782	cilium organization	11	221421	ENSG00000172426	RSPH9
GO:0022407	regulation of cell-cell adhesion	11	3127	ENSG00000198502	HLA-DRB5
GO:0048545	response to steroid hormone	11	8928	ENSG00000160973	FOXH1
GO:0050673	epithelial cell proliferation	11	9270	ENSG00000119185	ITGB1BP1
GO:0046394	carboxylic acid biosynthetic process	11	56624	ENSG00000188611	ASAH2
GO:0016053	organic acid biosynthetic process	11	56624	ENSG00000188611	ASAH2
GO:0050708	regulation of protein secretion	11	94121	ENSG00000102362	SYTL4
GO:0045088	regulation of innate immune response	11	3303	ENSG00000204389	HSPA1A
GO:0052547	regulation of peptidase activity	11	4102	ENSG00000221867	MAGEA3
GO:0007389	pattern specification process	31	10194	ENSG00000179981	TSHZ1
GO:0022604	regulation of cell morphogenesis	29	84630	ENSG00000146216	TTBK1
GO:0050878	regulation of body fluid levels	27	3021	ENSG00000132475	H3F3B
GO:0001501	skeletal system development	26	10736	ENSG00000170577	SIX2
GO:0003002	regionalization	25	8022	ENSG00000107187	LHX3
GO:0048568	embryonic organ development	25	6662	ENSG00000125398	SOX9
GO:0015711	organic anion transport	25	3039	ENSG00000206172	HBA1
GO:0060627	regulation of vesicle-mediated transport	24	3638	ENSG00000186480	INSIG1
GO:0048562	embryonic organ morphogenesis	23	4325	ENSG00000156103	MMP16
GO:0018209	peptidyl-serine modification	23	1452	ENSG00000113712	CSNK1A1
GO:1901615	organic hydroxy compound metabolic process	23	5562	ENSG00000132356	PRKAA1
GO:0050920	regulation of chemotaxis	22	7057	ENSG00000137801	THBS1
GO:0050907	detection of chemical stimulus involved in sensory perception	22	26539	ENSG00000186723	OR10H1
GO:0030335	positive regulation of cell migration	22	2247	ENSG00000138685	FGF2
GO:0051962	positive regulation of nervous system development	22	5604	ENSG00000169032	MAP2K1
GO:0018105	peptidyl-serine phosphorylation	21	1452	ENSG00000113712	CSNK1A1
GO:0071902	positive regulation of protein serine/threonine kinase activity	21	2247	ENSG00000138685	FGF2
GO:0070838	divalent metal ion transport	21	1139	ENSG00000175344	CHRNA7
GO:0072511	divalent inorganic cation transport	21	1139	ENSG00000175344	CHRNA7
GO:0016569	covalent chromatin modification	21	1108	ENSG00000111642	CHD4
GO:0060485	mesenchyme development	20	9820	ENSG00000044090	CUL7
GO:0070371	ERK1 and ERK2 cascade	20	2247	ENSG00000138685	FGF2
GO:0010639	negative regulation of organelle organization	20	830	ENSG00000198898	CAPZA2
GO:0006816	calcium ion transport	20	1139	ENSG00000175344	CHRNA7
GO:0043588	skin development	20	342574	ENSG00000171446	KRT27
GO:0016570	histone modification	20	1108	ENSG00000111642	CHD4
GO:0007608	sensory perception of smell	20	119774	ENSG00000181963	OR52K2
GO:0007409	axonogenesis	20	5604	ENSG00000169032	MAP2K1
GO:0051051	negative regulation of transport	20	9270	ENSG00000119185	ITGB1BP1
GO:0072507	divalent inorganic cation homeostasis	20	3579	ENSG00000180871	CXCR2
GO:0061564	axon development	20	5604	ENSG00000169032	MAP2K1
GO:0009952	anterior/posterior pattern specification	19	653275	ENSG00000152093	CFC1B
GO:0090596	sensory organ morphogenesis	19	51141	ENSG00000125629	INSIG2
GO:0007596	blood coagulation	19	7975	ENSG00000198517	MAFK
GO:0007599	hemostasis	19	7975	ENSG00000198517	MAFK
GO:0050817	coagulation	19	7975	ENSG00000198517	MAFK
GO:0043900	regulation of multi-organism process	19	7784	ENSG00000188372	ZP3
GO:0060537	muscle tissue development	19	2247	ENSG00000138685	FGF2
GO:0051090	regulation of DNA binding transcription factor activity	19	3965	ENSG00000168961	LGALS9
GO:0006874	cellular calcium ion homeostasis	19	3579	ENSG00000180871	CXCR2
GO:0050769	positive regulation of neurogenesis	19	91584	ENSG00000221866	PLXNA4
GO:0055074	calcium ion homeostasis	19	3579	ENSG00000180871	CXCR2
GO:0072503	cellular divalent inorganic cation homeostasis	19	3579	ENSG00000180871	CXCR2
GO:0008544	epidermis development	19	342574	ENSG00000171446	KRT27
GO:0007265	Ras protein signal transduction	19	23433	ENSG00000119729	RHOQ
GO:0031667	response to nutrient levels	19	11337	ENSG00000170296	GABARAP
GO:0009991	response to extracellular stimulus	19	11337	ENSG00000170296	GABARAP
GO:0048863	stem cell differentiation	18	5156	ENSG00000134853	PDGFRA
GO:0060562	epithelial tube morphogenesis	18	2247	ENSG00000138685	FGF2
GO:0030111	regulation of Wnt signaling pathway	18	5700	ENSG00000100764	PSMC1
GO:0051098	regulation of binding	18	1452	ENSG00000113712	CSNK1A1
GO:0019216	regulation of lipid metabolic process	18	7784	ENSG00000188372	ZP3
GO:0014706	striated muscle tissue development	18	9318	ENSG00000166200	COPS2
GO:0050911	detection of chemical stimulus involved in sensory perception of smell	18	119774	ENSG00000181963	OR52K2
GO:0048732	gland development	18	6663	ENSG00000100146	SOX10
GO:0010975	regulation of neuron projection development	18	57118	ENSG00000183049	CAMK1D
GO:1904951	positive regulation of establishment of protein localization	18	7545	ENSG00000152977	ZIC1
GO:0043087	regulation of GTPase activity	18	116983	ENSG00000131584	ACAP3
GO:0062012	regulation of small molecule metabolic process	18	2773	ENSG00000065135	GNAI3
GO:0003007	heart morphogenesis	17	10637	ENSG00000243709	LEFTY1
GO:0060326	cell chemotaxis	17	3579	ENSG00000180871	CXCR2
GO:0030216	keratinocyte differentiation	17	6704	ENSG00000203785	SPRR2E
GO:0060070	canonical Wnt signaling pathway	17	51704	ENSG00000167191	GPRC5B
GO:0035690	cellular response to drug	17	5562	ENSG00000132356	PRKAA1
GO:0030198	extracellular matrix organization	17	7057	ENSG00000137801	THBS1
GO:0019932	second-messenger-mediated signaling	17	56246	ENSG00000170262	MRAP
GO:0031346	positive regulation of cell projection organization	17	5604	ENSG00000169032	MAP2K1
GO:0009913	epidermal cell differentiation	17	6704	ENSG00000203785	SPRR2E
GO:0009165	nucleotide biosynthetic process	17	5562	ENSG00000132356	PRKAA1
GO:0001503	ossification	17	10766	ENSG00000183864	TOB2
GO:1901293	nucleoside phosphate biosynthetic process	17	5562	ENSG00000132356	PRKAA1
GO:2001233	regulation of apoptotic signaling pathway	17	80237	ENSG00000128886	ELL3
GO:0009896	positive regulation of catabolic process	17	5562	ENSG00000132356	PRKAA1
GO:0043062	extracellular structure organization	17	7057	ENSG00000137801	THBS1
GO:0001819	positive regulation of cytokine production	17	3965	ENSG00000168961	LGALS9
GO:0034765	regulation of ion transmembrane transport	17	1187	ENSG00000186510	CLCNKA
GO:1903706	regulation of hemopoiesis	17	3965	ENSG00000168961	LGALS9
GO:0050900	leukocyte migration	17	3965	ENSG00000168961	LGALS9
GO:0016049	cell growth	17	64121	ENSG00000116954	RRAGC
GO:0006914	autophagy	17	643847	ENSG00000229183	PGA4
GO:0061919	process utilizing autophagic mechanism	17	643847	ENSG00000229183	PGA4
GO:0018210	peptidyl-threonine modification	16	8658	ENSG00000173273	TNKS
GO:0043543	protein acylation	16	26038	ENSG00000116254	CHD5
GO:0007411	axon guidance	16	5362	ENSG00000076356	PLXNA2
GO:0097485	neuron projection guidance	16	5362	ENSG00000076356	PLXNA2
GO:0045165	cell fate commitment	16	26038	ENSG00000116254	CHD5
GO:0032103	positive regulation of response to external stimulus	16	3579	ENSG00000180871	CXCR2
GO:0050808	synapse organization	16	1108	ENSG00000111642	CHD4
GO:0070588	calcium ion transmembrane transport	16	84239	ENSG00000127249	ATP13A4
GO:0007018	microtubule-based movement	16	90990	ENSG00000167702	KIFC2
GO:0032984	protein-containing complex disassembly	16	50810	ENSG00000166503	HDGFL3
GO:0006839	mitochondrial transport	16	138804	ENSG00000148136	OR13C4
GO:0031331	positive regulation of cellular catabolic process	16	5563	ENSG00000162409	PRKAA2
GO:0050804	modulation of chemical synaptic transmission	16	2905	ENSG00000161509	GRIN2C
GO:0099177	regulation of trans-synaptic signaling	16	2905	ENSG00000161509	GRIN2C
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	16	353500	ENSG00000183682	BMP8A
GO:1903829	positive regulation of cellular protein localization	16	9270	ENSG00000119185	ITGB1BP1
GO:0006631	fatty acid metabolic process	16	5562	ENSG00000132356	PRKAA1
GO:0030099	myeloid cell differentiation	16	11091	ENSG00000196363	WDR5
GO:0051052	regulation of DNA metabolic process	16	8741	ENSG00000161955	TNFSF13
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	16	23510	ENSG00000180901	KCTD2
GO:0006979	response to oxidative stress	16	3043	ENSG00000244734	HBB
GO:0010498	proteasomal protein catabolic process	16	23510	ENSG00000180901	KCTD2
GO:0043312	neutrophil degranulation	16	7414	ENSG00000035403	VCL
GO:0002283	neutrophil activation involved in immune response	16	7414	ENSG00000035403	VCL
GO:0090066	regulation of anatomical structure size	16	253725	ENSG00000172661	WASHC2C
GO:1901652	response to peptide	16	1176	ENSG00000177879	AP3S1
GO:0042119	neutrophil activation	16	7414	ENSG00000035403	VCL
GO:0002446	neutrophil mediated immunity	16	7414	ENSG00000035403	VCL
GO:0015893	drug transport	15	3048	ENSG00000196565	HBG2
GO:0031424	keratinization	15	6700	ENSG00000241794	SPRR2A
GO:0008016	regulation of heart contraction	15	4882	ENSG00000159899	NPR2
GO:0098656	anion transmembrane transport	15	27347	ENSG00000198648	STK39
GO:0010769	regulation of cell morphogenesis involved in differentiation	15	816	ENSG00000058404	CAMK2B
GO:0060047	heart contraction	15	4882	ENSG00000159899	NPR2
GO:0003015	heart process	15	4882	ENSG00000159899	NPR2
GO:1903522	regulation of blood circulation	15	4882	ENSG00000159899	NPR2
GO:0071496	cellular response to external stimulus	15	58528	ENSG00000025039	RRAGD
GO:0070372	regulation of ERK1 and ERK2 cascade	15	23779	ENSG00000241484	ARHGAP8
GO:0019058	viral life cycle	15	1488	ENSG00000175029	CTBP2
GO:0006066	alcohol metabolic process	15	2710	ENSG00000198814	GK
GO:0032147	activation of protein kinase activity	15	9270	ENSG00000119185	ITGB1BP1
GO:0045666	positive regulation of neuron differentiation	15	51704	ENSG00000167191	GPRC5B
GO:0001654	eye development	15	10586	ENSG00000181541	MAB21L2
GO:0043405	regulation of MAP kinase activity	15	1139	ENSG00000175344	CHRNA7
GO:0042692	muscle cell differentiation	15	4629	ENSG00000133392	MYH11
GO:0045765	regulation of angiogenesis	15	3579	ENSG00000180871	CXCR2
GO:0051604	protein maturation	15	110599583	ENSG00000145194	EEF1AKMT4-ECE2
GO:1901342	regulation of vasculature development	15	3579	ENSG00000180871	CXCR2
GO:0034470	ncRNA processing	15	55006	ENSG00000171103	TRMT61B
GO:0044282	small molecule catabolic process	15	3632	ENSG00000068383	INPP5A
GO:0043434	response to peptide hormone	15	1176	ENSG00000177879	AP3S1
GO:0051222	positive regulation of protein transport	15	2219	ENSG00000085265	FCN1
GO:0034249	negative regulation of cellular amide metabolic process	15	5562	ENSG00000132356	PRKAA1
GO:0018107	peptidyl-threonine phosphorylation	14	27347	ENSG00000198648	STK39
GO:0042594	response to starvation	14	58528	ENSG00000025039	RRAGD
GO:0006473	protein acetylation	14	11091	ENSG00000196363	WDR5
GO:0060541	respiratory system development	14	6493	ENSG00000159263	SIM2
GO:0030595	leukocyte chemotaxis	14	6278	ENSG00000143556	S100A7
GO:0048762	mesenchymal cell differentiation	14	6317	ENSG00000057149	SERPINB3
GO:0031669	cellular response to nutrient levels	14	64121	ENSG00000116954	RRAGC
GO:0043583	ear development	14	5159	ENSG00000113721	PDGFRB
GO:0031668	cellular response to extracellular stimulus	14	64121	ENSG00000116954	RRAGC
GO:0045637	regulation of myeloid cell differentiation	14	8357	ENSG00000278828	HIST1H3H
GO:0010976	positive regulation of neuron projection development	14	816	ENSG00000058404	CAMK2B
GO:0060828	regulation of canonical Wnt signaling pathway	14	8658	ENSG00000173273	TNKS
GO:0043406	positive regulation of MAP kinase activity	14	1139	ENSG00000175344	CHRNA7
GO:0034976	response to endoplasmic reticulum stress	14	4102	ENSG00000221867	MAGEA3
GO:0009410	response to xenobiotic stimulus	14	6262	ENSG00000198626	RYR2
GO:0030522	intracellular receptor signaling pathway	14	5292	ENSG00000137193	PIM1
GO:0009152	purine ribonucleotide biosynthetic process	14	957	ENSG00000187097	ENTPD5
GO:0006164	purine nucleotide biosynthetic process	14	957	ENSG00000187097	ENTPD5
GO:0043010	camera-type eye development	14	4081	ENSG00000180660	MAB21L1
GO:0009260	ribonucleotide biosynthetic process	14	957	ENSG00000187097	ENTPD5
GO:0072522	purine-containing compound biosynthetic process	14	957	ENSG00000187097	ENTPD5
GO:0046390	ribose phosphate biosynthetic process	14	957	ENSG00000187097	ENTPD5
GO:0008202	steroid metabolic process	14	54576	ENSG00000242366	UGT1A8
GO:0051235	maintenance of location	14	6278	ENSG00000143556	S100A7
GO:0009167	purine ribonucleoside monophosphate metabolic process	14	4694	ENSG00000125356	NDUFA1
GO:0048638	regulation of developmental growth	14	5292	ENSG00000137193	PIM1
GO:0009126	purine nucleoside monophosphate metabolic process	14	4694	ENSG00000125356	NDUFA1
GO:0051480	regulation of cytosolic calcium ion concentration	14	6262	ENSG00000198626	RYR2
GO:0009161	ribonucleoside monophosphate metabolic process	14	4694	ENSG00000125356	NDUFA1
GO:0009141	nucleoside triphosphate metabolic process	14	4694	ENSG00000125356	NDUFA1
GO:0006913	nucleocytoplasmic transport	14	2923	ENSG00000167004	PDIA3
GO:0051169	nuclear transport	14	2923	ENSG00000167004	PDIA3
GO:0009123	nucleoside monophosphate metabolic process	14	4694	ENSG00000125356	NDUFA1
GO:0030900	forebrain development	14	7482	ENSG00000134245	WNT2B
GO:0006732	coenzyme metabolic process	14	51004	ENSG00000119723	COQ6
GO:0018205	peptidyl-lysine modification	14	11091	ENSG00000196363	WDR5
GO:0032386	regulation of intracellular transport	14	3965	ENSG00000168961	LGALS9
GO:0007517	muscle organ development	14	5292	ENSG00000137193	PIM1
GO:0002697	regulation of immune effector process	14	3965	ENSG00000168961	LGALS9
GO:0048608	reproductive structure development	14	7784	ENSG00000188372	ZP3
GO:0008380	RNA splicing	14	6606	ENSG00000172062	SMN1
GO:0008380	RNA splicing	14	6606	ENSG00000205571	SMN1
GO:0061458	reproductive system development	14	7784	ENSG00000188372	ZP3
GO:0023061	signal release	14	353500	ENSG00000183682	BMP8A
GO:0042391	regulation of membrane potential	14	1139	ENSG00000175344	CHRNA7
GO:0043254	regulation of protein complex assembly	14	253725	ENSG00000172661	WASHC2C
GO:0009314	response to radiation	14	5562	ENSG00000132356	PRKAA1
GO:0016573	histone acetylation	13	9085	ENSG00000172288	CDY1
GO:0018393	internal peptidyl-lysine acetylation	13	9085	ENSG00000172288	CDY1
GO:0006475	internal protein amino acid acetylation	13	9085	ENSG00000172288	CDY1
GO:0018394	peptidyl-lysine acetylation	13	9085	ENSG00000172288	CDY1
GO:0030324	lung development	13	7547	ENSG00000156925	ZIC3
GO:0021953	central nervous system neuron differentiation	13	84504	ENSG00000148826	NKX6-2
GO:0030323	respiratory tube development	13	7547	ENSG00000156925	ZIC3
GO:0043902	positive regulation of multi-organism process	13	1105	ENSG00000153922	CHD1
GO:0043393	regulation of protein binding	13	3080	ENSG00000080910	CFHR2
GO:0051054	positive regulation of DNA metabolic process	13	8239	ENSG00000124486	USP9X
GO:0019882	antigen processing and presentation	13	3123	ENSG00000196126	HLA-DRB1
GO:0046777	protein autophosphorylation	13	5292	ENSG00000137193	PIM1
GO:0009266	response to temperature stimulus	13	3304	ENSG00000204388	HSPA1B
GO:0070374	positive regulation of ERK1 and ERK2 cascade	13	6375	ENSG00000143184	XCL1
GO:0061448	connective tissue development	13	656	ENSG00000116985	BMP8B
GO:2000027	regulation of organ morphogenesis	13	5292	ENSG00000137193	PIM1
GO:0007050	cell cycle arrest	13	64121	ENSG00000116954	RRAGC
GO:0048511	rhythmic process	13	5563	ENSG00000162409	PRKAA2
GO:0090305	nucleic acid phosphodiester bond hydrolysis	13	2021	ENSG00000167136	ENDOG
GO:0071103	DNA conformation change	13	126961	ENSG00000203811	HIST2H3C
GO:0016236	macroautophagy	13	58528	ENSG00000025039	RRAGD
GO:0010721	negative regulation of cell development	13	84504	ENSG00000148826	NKX6-2
GO:0034612	response to tumor necrosis factor	13	3304	ENSG00000204388	HSPA1B
GO:0070646	protein modification by small protein removal	13	8239	ENSG00000124486	USP9X
GO:0009205	purine ribonucleoside triphosphate metabolic process	13	3304	ENSG00000204388	HSPA1B
GO:0015849	organic acid transport	13	27347	ENSG00000198648	STK39
GO:0046942	carboxylic acid transport	13	27347	ENSG00000198648	STK39
GO:0033044	regulation of chromosome organization	13	80351	ENSG00000107854	TNKS2
GO:0009199	ribonucleoside triphosphate metabolic process	13	3304	ENSG00000204388	HSPA1B
GO:0009144	purine nucleoside triphosphate metabolic process	13	3304	ENSG00000204388	HSPA1B
GO:0001101	response to acid chemical	13	58528	ENSG00000025039	RRAGD
GO:0006898	receptor-mediated endocytosis	13	636	ENSG00000151746	BICD1
GO:0045862	positive regulation of proteolysis	13	3304	ENSG00000204388	HSPA1B
GO:0048193	Golgi vesicle transport	13	10079	ENSG00000054793	ATP9A
GO:0050867	positive regulation of cell activation	13	3123	ENSG00000196126	HLA-DRB1
GO:0018108	peptidyl-tyrosine phosphorylation	13	51704	ENSG00000167191	GPRC5B
GO:0018212	peptidyl-tyrosine modification	13	51704	ENSG00000167191	GPRC5B
GO:0051047	positive regulation of secretion	13	4881	ENSG00000169418	NPR1
GO:0001558	regulation of cell growth	13	3304	ENSG00000204388	HSPA1B
GO:0043547	positive regulation of GTPase activity	13	6375	ENSG00000143184	XCL1
GO:0010256	endomembrane system organization	13	440270	ENSG00000215252	GOLGA8B
GO:0017148	negative regulation of translation	13	8357	ENSG00000278828	HIST1H3H
GO:0003012	muscle system process	13	6262	ENSG00000198626	RYR2
GO:0046486	glycerolipid metabolic process	13	2712	ENSG00000196475	GK2
GO:0051656	establishment of organelle localization	13	26985	ENSG00000185009	AP3M1
GO:0051249	regulation of lymphocyte activation	13	3123	ENSG00000196126	HLA-DRB1
GO:0031349	positive regulation of defense response	13	3304	ENSG00000204388	HSPA1B
GO:0022613	ribonucleoprotein complex biogenesis	13	6606	ENSG00000172062	SMN1
GO:0022613	ribonucleoprotein complex biogenesis	13	6606	ENSG00000205571	SMN1
GO:0016458	gene silencing	13	8357	ENSG00000278828	HIST1H3H
GO:0042471	ear morphogenesis	12	2637	ENSG00000168505	GBX2
GO:0050921	positive regulation of chemotaxis	12	6846	ENSG00000143185	XCL2
GO:0009267	cellular response to starvation	12	7482	ENSG00000134245	WNT2B
GO:0051100	negative regulation of binding	12	8658	ENSG00000173273	TNKS
GO:0008360	regulation of cell shape	12	5361	ENSG00000114554	PLXNA1
GO:0048167	regulation of synaptic plasticity	12	816	ENSG00000058404	CAMK2B
GO:0071772	response to BMP	12	6262	ENSG00000198626	RYR2
GO:0071773	cellular response to BMP stimulus	12	6262	ENSG00000198626	RYR2
GO:0048736	appendage development	12	444	ENSG00000198363	ASPH
GO:0060173	limb development	12	444	ENSG00000198363	ASPH
GO:0048738	cardiac muscle tissue development	12	6262	ENSG00000198626	RYR2
GO:0000302	response to reactive oxygen species	12	2021	ENSG00000167136	ENDOG
GO:1901617	organic hydroxy compound biosynthetic process	12	56624	ENSG00000188611	ASAH2
GO:0007162	negative regulation of cell adhesion	12	6375	ENSG00000143184	XCL1
GO:0072331	signal transduction by p53 class mediator	12	26155	ENSG00000188976	NOC2L
GO:0072001	renal system development	12	7482	ENSG00000134245	WNT2B
GO:0071356	cellular response to tumor necrosis factor	12	3303	ENSG00000204389	HSPA1A
GO:0016579	protein deubiquitination	12	54764	ENSG00000019995	ZRANB1
GO:0007204	positive regulation of cytosolic calcium ion concentration	12	6375	ENSG00000143184	XCL1
GO:0031098	stress-activated protein kinase signaling cascade	12	27347	ENSG00000198648	STK39
GO:0010506	regulation of autophagy	12	64121	ENSG00000116954	RRAGC
GO:0001655	urogenital system development	12	7482	ENSG00000134245	WNT2B
GO:0016485	protein processing	12	50624	ENSG00000138161	CUZD1
GO:0002696	positive regulation of leukocyte activation	12	3127	ENSG00000198502	HLA-DRB5
GO:0006936	muscle contraction	12	6261	ENSG00000196218	RYR1
GO:0032259	methylation	12	51490	ENSG00000198917	SPOUT1
GO:0032535	regulation of cellular component size	12	5361	ENSG00000114554	PLXNA1
GO:0010959	regulation of metal ion transport	12	6375	ENSG00000143184	XCL1
GO:0070482	response to oxygen levels	12	2021	ENSG00000167136	ENDOG
GO:0006401	RNA catabolic process	12	3303	ENSG00000204389	HSPA1A
GO:0000280	nuclear division	12	3303	ENSG00000204389	HSPA1A
GO:0006605	protein targeting	12	26985	ENSG00000185009	AP3M1
GO:0001667	ameboidal-type cell migration	12	27286	ENSG00000102359	SRPX2
GO:0002683	negative regulation of immune system process	12	6375	ENSG00000143184	XCL1
GO:0001933	negative regulation of protein phosphorylation	12	94032	ENSG00000163888	CAMK2N2
GO:0043687	post-translational protein modification	12	11091	ENSG00000196363	WDR5
GO:0002791	regulation of peptide secretion	12	94121	ENSG00000102362	SYTL4
GO:0048285	organelle fission	12	3303	ENSG00000204389	HSPA1A
GO:0042326	negative regulation of phosphorylation	12	94032	ENSG00000163888	CAMK2N2
GO:0006397	mRNA processing	12	3303	ENSG00000204389	HSPA1A
GO:0007389	pattern specification process	31	8022	ENSG00000107187	LHX3
GO:0022604	regulation of cell morphogenesis	29	5604	ENSG00000169032	MAP2K1
GO:0050878	regulation of body fluid levels	27	5156	ENSG00000134853	PDGFRA
GO:0001501	skeletal system development	26	6662	ENSG00000125398	SOX9
GO:0003002	regionalization	25	2033	ENSG00000100393	EP300
GO:0048568	embryonic organ development	25	4325	ENSG00000156103	MMP16
GO:0015711	organic anion transport	25	7057	ENSG00000137801	THBS1
GO:0060627	regulation of vesicle-mediated transport	24	57118	ENSG00000183049	CAMK1D
GO:0048562	embryonic organ morphogenesis	23	51141	ENSG00000125629	INSIG2
GO:0018209	peptidyl-serine modification	23	122011	ENSG00000180138	CSNK1A1L
GO:1901615	organic hydroxy compound metabolic process	23	5563	ENSG00000162409	PRKAA2
GO:0050920	regulation of chemotaxis	22	91584	ENSG00000221866	PLXNA4
GO:0050907	detection of chemical stimulus involved in sensory perception	22	144124	ENSG00000166363	OR10A5
GO:0030335	positive regulation of cell migration	22	7057	ENSG00000137801	THBS1
GO:0051962	positive regulation of nervous system development	22	7058	ENSG00000186340	THBS2
GO:0018105	peptidyl-serine phosphorylation	21	122011	ENSG00000180138	CSNK1A1L
GO:0071902	positive regulation of protein serine/threonine kinase activity	21	7057	ENSG00000137801	THBS1
GO:0070838	divalent metal ion transport	21	344905	ENSG00000187527	ATP13A5
GO:0072511	divalent inorganic cation transport	21	344905	ENSG00000187527	ATP13A5
GO:0016569	covalent chromatin modification	21	1105	ENSG00000153922	CHD1
GO:0060485	mesenchyme development	20	2295	ENSG00000137273	FOXF2
GO:0070371	ERK1 and ERK2 cascade	20	1139	ENSG00000175344	CHRNA7
GO:0010639	negative regulation of organelle organization	20	292	ENSG00000005022	SLC25A5
GO:0006816	calcium ion transport	20	344905	ENSG00000187527	ATP13A5
GO:0043588	skin development	20	147183	ENSG00000204897	KRT25
GO:0016570	histone modification	20	5562	ENSG00000132356	PRKAA1
GO:0007608	sensory perception of smell	20	138804	ENSG00000148136	OR13C4
GO:0007409	axonogenesis	20	91584	ENSG00000221866	PLXNA4
GO:0051051	negative regulation of transport	20	3965	ENSG00000168961	LGALS9
GO:0072507	divalent inorganic cation homeostasis	20	118987	ENSG00000165650	PDZD8
GO:0061564	axon development	20	91584	ENSG00000221866	PLXNA4
GO:0009952	anterior/posterior pattern specification	19	5362	ENSG00000076356	PLXNA2
GO:0090596	sensory organ morphogenesis	19	3638	ENSG00000186480	INSIG1
GO:0007596	blood coagulation	19	3048	ENSG00000196565	HBG2
GO:0007599	hemostasis	19	3048	ENSG00000196565	HBG2
GO:0050817	coagulation	19	3048	ENSG00000196565	HBG2
GO:0043900	regulation of multi-organism process	19	5139	ENSG00000172572	PDE3A
GO:0060537	muscle tissue development	19	9318	ENSG00000166200	COPS2
GO:0051090	regulation of DNA binding transcription factor activity	19	8928	ENSG00000160973	FOXH1
GO:0006874	cellular calcium ion homeostasis	19	118987	ENSG00000165650	PDZD8
GO:0050769	positive regulation of neurogenesis	19	5362	ENSG00000076356	PLXNA2
GO:0055074	calcium ion homeostasis	19	118987	ENSG00000165650	PDZD8
GO:0072503	cellular divalent inorganic cation homeostasis	19	118987	ENSG00000165650	PDZD8
GO:0008544	epidermis development	19	147183	ENSG00000204897	KRT25
GO:0007265	Ras protein signal transduction	19	5159	ENSG00000113721	PDGFRB
GO:0031667	response to nutrient levels	19	5562	ENSG00000132356	PRKAA1
GO:0009991	response to extracellular stimulus	19	5562	ENSG00000132356	PRKAA1
GO:0048863	stem cell differentiation	18	5700	ENSG00000100764	PSMC1
GO:0060562	epithelial tube morphogenesis	18	7547	ENSG00000156925	ZIC3
GO:0030111	regulation of Wnt signaling pathway	18	51704	ENSG00000167191	GPRC5B
