GOID	Molecular function	Number of genes	ENTREZID	ENSEMBL	SYMBOL
GO:0019001	guanyl nucleotide binding	13	4882	ENSG00000159899	NPR2
GO:0000978	RNA polymerase II proximal promoter sequence-specific DNA binding	13	7547	ENSG00000156925	ZIC3
GO:0000987	proximal promoter sequence-specific DNA binding	13	7547	ENSG00000156925	ZIC3
GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	11	6666	ENSG00000177732	SOX12
GO:0003924	GTPase activity	11	148252	ENSG00000176490	DIRAS1
GO:0001664	G-protein coupled receptor binding	9	344892	ENSG00000198471	RTP2
GO:0003713	transcription coactivator activity	9	6666	ENSG00000177732	SOX12
GO:0000982	transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	16	7547	ENSG00000156925	ZIC3
GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	16	7547	ENSG00000156925	ZIC3
GO:0005525	GTP binding	13	84790	ENSG00000167553	TUBA1C
GO:0032550	purine ribonucleoside binding	13	84790	ENSG00000167553	TUBA1C
GO:0001883	purine nucleoside binding	13	84790	ENSG00000167553	TUBA1C
GO:0032549	ribonucleoside binding	13	84790	ENSG00000167553	TUBA1C
GO:0001882	nucleoside binding	13	84790	ENSG00000167553	TUBA1C
GO:0032561	guanyl ribonucleotide binding	13	84790	ENSG00000167553	TUBA1C
GO:0019001	guanyl nucleotide binding	13	84790	ENSG00000167553	TUBA1C
GO:0000978	RNA polymerase II proximal promoter sequence-specific DNA binding	13	10736	ENSG00000170577	SIX2
GO:0000987	proximal promoter sequence-specific DNA binding	13	10736	ENSG00000170577	SIX2
GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	11	54345	ENSG00000203883	SOX18
GO:0003924	GTPase activity	11	388646	ENSG00000213512	GBP7
GO:0000982	transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	16	10736	ENSG00000170577	SIX2
GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	16	10736	ENSG00000170577	SIX2
GO:0005525	GTP binding	13	148252	ENSG00000176490	DIRAS1
GO:0032550	purine ribonucleoside binding	13	148252	ENSG00000176490	DIRAS1
GO:0001883	purine nucleoside binding	13	148252	ENSG00000176490	DIRAS1
GO:0032549	ribonucleoside binding	13	148252	ENSG00000176490	DIRAS1
GO:0001882	nucleoside binding	13	148252	ENSG00000176490	DIRAS1
GO:0032561	guanyl ribonucleotide binding	13	148252	ENSG00000176490	DIRAS1
GO:0019001	guanyl nucleotide binding	13	148252	ENSG00000176490	DIRAS1
GO:0000978	RNA polymerase II proximal promoter sequence-specific DNA binding	13	4808	ENSG00000177551	NHLH2
GO:0000987	proximal promoter sequence-specific DNA binding	13	4808	ENSG00000177551	NHLH2
GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	11	3206	ENSG00000253293	HOXA10
GO:0003924	GTPase activity	11	81027	ENSG00000101162	TUBB1
GO:0000982	transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	16	4808	ENSG00000177551	NHLH2
GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	16	4808	ENSG00000177551	NHLH2
GO:0005525	GTP binding	13	388646	ENSG00000213512	GBP7
GO:0032550	purine ribonucleoside binding	13	388646	ENSG00000213512	GBP7
GO:0001883	purine nucleoside binding	13	388646	ENSG00000213512	GBP7
GO:0032549	ribonucleoside binding	13	388646	ENSG00000213512	GBP7
GO:0001882	nucleoside binding	13	388646	ENSG00000213512	GBP7
GO:0032561	guanyl ribonucleotide binding	13	388646	ENSG00000213512	GBP7
GO:0019001	guanyl nucleotide binding	13	388646	ENSG00000213512	GBP7
GO:0000978	RNA polymerase II proximal promoter sequence-specific DNA binding	13	54345	ENSG00000203883	SOX18
GO:0000987	proximal promoter sequence-specific DNA binding	13	54345	ENSG00000203883	SOX18
GO:0000982	transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	16	6666	ENSG00000177732	SOX12
GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	16	6666	ENSG00000177732	SOX12
GO:0005525	GTP binding	13	81027	ENSG00000101162	TUBB1
GO:0032550	purine ribonucleoside binding	13	81027	ENSG00000101162	TUBB1
GO:0001883	purine nucleoside binding	13	81027	ENSG00000101162	TUBB1
GO:0032549	ribonucleoside binding	13	81027	ENSG00000101162	TUBB1
GO:0001882	nucleoside binding	13	81027	ENSG00000101162	TUBB1
GO:0032561	guanyl ribonucleotide binding	13	81027	ENSG00000101162	TUBB1
GO:0019001	guanyl nucleotide binding	13	81027	ENSG00000101162	TUBB1
GO:0000978	RNA polymerase II proximal promoter sequence-specific DNA binding	13	3206	ENSG00000253293	HOXA10
GO:0000987	proximal promoter sequence-specific DNA binding	13	3206	ENSG00000253293	HOXA10
GO:0000982	transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	16	10194	ENSG00000179981	TSHZ1
GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	16	4990	ENSG00000184302	SIX6
GO:0000982	transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	16	54345	ENSG00000203883	SOX18
GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	16	54345	ENSG00000203883	SOX18
GO:0000982	transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	16	3206	ENSG00000253293	HOXA10
GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	16	3206	ENSG00000253293	HOXA10
