Biological Process	n
regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	1
regulation of renal sodium excretion	1
regulation of renal system process	1
regulation of reproductive process	1
regulation of respiratory gaseous exchange by neurological system process	1
regulation of respiratory system process	1
regulation of response to drug	1
regulation of response to endoplasmic reticulum stress	1
regulation of Rho protein signal transduction	1
regulation of rhodopsin mediated signaling pathway	1
regulation of RIG-I signaling pathway	1
regulation of RNA polymerase II transcriptional preinitiation complex assembly	1
regulation of ryanodine-sensitive calcium-release channel activity	1
regulation of secondary metabolic process	1
regulation of skeletal muscle cell differentiation	1
regulation of skeletal muscle cell proliferation	1
regulation of skeletal muscle contraction	1
regulation of skeletal muscle satellite cell proliferation	1
regulation of small GTPase mediated signal transduction	1
regulation of smooth muscle cell migration	1
regulation of smooth muscle cell proliferation	1
regulation of steroid biosynthetic process	1
regulation of steroid metabolic process	1
regulation of striated muscle cell apoptotic process	1
regulation of striated muscle cell differentiation	1
regulation of synapse assembly	1
regulation of synapse organization	1
regulation of synaptic transmission, GABAergic	1
regulation of synaptic transmission, glutamatergic	1
regulation of telomerase RNA localization to Cajal body	1
regulation of tissue remodeling	1
regulation of toll-like receptor 4 signaling pathway	1
regulation of TOR signaling	1
regulation of transcription from RNA polymerase II promoter in response to hypoxia	1
regulation of transcription from RNA polymerase II promoter in response to stress	1
regulation of transcription initiation from RNA polymerase II promoter	1
regulation of translation, ncRNA-mediated	1
regulation of translational fidelity	1
regulation of translational initiation	1
regulation of trophoblast cell migration	1
regulation of tube diameter	1
regulation of tumor necrosis factor production	1
regulation of tumor necrosis factor secretion	1
regulation of tumor necrosis factor superfamily cytokine production	1
regulation of urine volume	1
regulation of vascular permeability	1
regulation of viral entry into host cell	1
regulation of viral transcription	1
regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway	1
relaxation of cardiac muscle	1
relaxation of muscle	1
release of sequestered calcium ion into cytosol by endoplasmic reticulum	1
release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	1
renal absorption	1
renal sodium excretion	1
renal system vasculature development	1
renal tubule development	1
renal tubule morphogenesis	1
renal water homeostasis	1
response to acetylcholine	1
response to activity	1
response to amino acid	1
response to amyloid-beta	1
response to anesthetic	1
response to arsenic-containing substance	1
response to auditory stimulus	1
response to BMP	1
response to cadmium ion	1
response to caffeine	1
response to cAMP	1
response to catecholamine	1
response to corticosteroid	1
response to diuretic	1
response to dopamine	1
response to estradiol	1
response to estrogen	1
response to ethanol	1
response to ether	1
response to exogenous dsRNA	1
response to forskolin	1
response to gamma radiation	1
response to glucagon	1
response to glucocorticoid	1
response to growth hormone	1
response to herbicide	1
response to hydrogen peroxide	1
response to hyperoxia	1
response to increased oxygen levels	1
response to insecticide	1
response to interleukin-12	1
response to interleukin-4	1
response to interleukin-6	1
response to isoquinoline alkaloid	1
response to lipoprotein particle	1
response to mechanical stimulus	1
response to monoamine	1
response to morphine	1
response to muscle activity	1
response to nutrient	1
response to oxygen radical	1
response to pain	1
response to pH	1
response to platelet aggregation inhibitor	1
response to progesterone	1
response to salt	1
response to salt stress	1
response to superoxide	1
response to thyroid hormone	1
response to topologically incorrect protein	1
response to type I interferon	1
response to unfolded protein	1
response to UV-B	1
response to zinc ion	1
retina vasculature development in camera-type eye	1
retinal metabolic process	1
retinoid metabolic process	1
retrograde vesicle-mediated transport, Golgi to ER	1
Rho protein signal transduction	1
rhodopsin mediated signaling pathway	1
rhythmic behavior	1
ribonucleoprotein complex localization	1
ribonucleoside bisphosphate biosynthetic process	1
ribonucleoside bisphosphate metabolic process	1
ribonucleoside diphosphate metabolic process	1
ribosomal large subunit biogenesis	1
ribosomal small subunit assembly	1
ribosome assembly	1
RIG-I signaling pathway	1
RNA capping	1
RNA interference	1
RNA localization to Cajal body	1
RNA localization to nucleus	1
RNA phosphodiester bond hydrolysis, exonucleolytic	1
RNA polymerase II transcriptional preinitiation complex assembly	1
RNA splicing, via endonucleolytic cleavage and ligation	1
RNA stabilization	1
rostrocaudal neural tube patterning	1
rRNA methylation	1
rRNA modification	1
S-adenosylmethionine metabolic process	1
SA node cell to atrial cardiac muscle cell communication	1
salivary gland development	1
salivary gland morphogenesis	1
sarcoplasmic reticulum calcium ion transport	1
SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	1
Schwann cell development	1
Schwann cell differentiation	1
secretory granule organization	1
selective autophagy	1
sensory perception of bitter taste	1
sensory perception of smell	1
sensory perception of taste	1
sensory perception of temperature stimulus	1
signal transduction involved in cellular response to ammonium ion	1
signal transduction involved in G2 DNA damage checkpoint	1
signal transduction involved in mitotic cell cycle checkpoint	1
signal transduction involved in mitotic DNA damage checkpoint	1
signal transduction involved in mitotic DNA integrity checkpoint	1
signal transduction involved in mitotic G1 DNA damage checkpoint	1
signal transduction involved in regulation of gene expression	1
single strand break repair	1
skeletal muscle cell proliferation	1
skeletal muscle contraction	1
skeletal muscle fiber development	1
skeletal muscle satellite cell proliferation	1
smooth muscle cell migration	1
smooth muscle cell proliferation	1
smooth muscle tissue development	1
snoRNA metabolic process	1
snoRNA processing	1
social behavior	1
sodium ion homeostasis	1
sodium ion import across plasma membrane	1
somatic cell DNA recombination	1
somatic diversification of immune receptors	1
somatic diversification of immune receptors via germline recombination within a single locus	1
somatic diversification of immunoglobulins	1
somatic diversification of immunoglobulins involved in immune response	1
somatic recombination of immunoglobulin gene segments	1
somatic recombination of immunoglobulin genes involved in immune response	1
specification of animal organ identity	1
sperm capacitation	1
sperm-egg recognition	1
spermatid nucleus differentiation	1
spinal cord association neuron differentiation	1
spindle assembly checkpoint	1
spindle checkpoint	1
spleen development	1
spliceosomal snRNP assembly	1
spliceosomal tri-snRNP complex assembly	1
STAT cascade	1
sterol homeostasis	1
sterol transport	1
stress granule assembly	1
striated muscle cell apoptotic process	1
striated muscle cell proliferation	1
substantia nigra development	1
substrate adhesion-dependent cell spreading	1
substrate-dependent cell migration	1
synaptic growth at neuromuscular junction	1
synaptic vesicle exocytosis	1
synaptic vesicle localization	1
synaptic vesicle transport	1
T-helper 1 type immune response	1
telencephalon cell migration	1
telomerase RNA localization	1
telomerase RNA localization to Cajal body	1
terpenoid metabolic process	1
thioester biosynthetic process	1
thioester metabolic process	1
tissue homeostasis	1
tissue remodeling	1
toll-like receptor 2 signaling pathway	1
tongue development	1
TOR signaling	1
toxin metabolic process	1
toxin transport	1
translational elongation	1
translational initiation	1
transport along microtubule	1
transport of virus	1
tricarboxylic acid cycle	1
tricarboxylic acid metabolic process	1
TRIF-dependent toll-like receptor signaling pathway	1
tripartite regional subdivision	1
tRNA aminoacylation	1
tRNA aminoacylation for protein translation	1
tRNA splicing, via endonucleolytic cleavage and ligation	1
trophoblast cell migration	1
tryptophan catabolic process	1
tryptophan metabolic process	1
tumor necrosis factor production	1
tumor necrosis factor secretion	1
tumor necrosis factor superfamily cytokine production	1
type B pancreatic cell development	1
type B pancreatic cell differentiation	1
type B pancreatic cell proliferation	1
type I interferon signaling pathway	1
ubiquinone biosynthetic process	1
ubiquinone metabolic process	1
UDP-N-acetylglucosamine biosynthetic process	1
UDP-N-acetylglucosamine metabolic process	1
urea cycle	1
urea metabolic process	1
ureteric bud morphogenesis	1
UV-damage excision repair	1
vacuolar transport	1
vascular endothelial growth factor signaling pathway	1
venous blood vessel development	1
ventricular cardiac muscle tissue development	1
very long-chain fatty acid metabolic process	1
vesicle fusion	1
vesicle localization	1
vesicle-mediated transport between endosomal compartments	1
vesicle-mediated transport in synapse	1
vesicle-mediated transport to the plasma membrane	1
viral gene expression	1
viral transcription	1
vitamin metabolic process	1
walking behavior	1
water homeostasis	1
water-soluble vitamin metabolic process	1
Wnt signaling pathway involved in heart development	1
Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation	1
